Chinese name,scientific name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,scientific name,Genus name,woodiness
²İÉºº÷,Sarcandra glabra,6,6,8,10,Chloranthaceae,Sarcandra glabra,Sarcandra,WD
´óÑªÌÙ,Sargentodoxa cuneata,4,5,6,9,Lardizabalaceae,Sargentodoxa cuneata,Sargentodoxa,WD
»ªóèÖñ,Sasa sinica,4,5,NA,NA,Poaceae,Sasa sinica,Sasa,WD
éßÄ¾,Sassafras tzumu,3,4,5,9,Lauraceae,Sassafras tzumu,Sassafras,WD
Èı°×²İ,Saururus chinensis,4,6,NA,NA,Saururaceae,Saururus chinensis,Saururus,CB
Â¬É½·çÃ«¾Õ,Saussurea bullockii,7,10,7,10,Asteraceae,Saussurea bullockii,Saussurea,CB
ĞÄÒ¶·çÃ«¾Õ,Saussurea cordifolia,8,10,8,10,Asteraceae,Saussurea cordifolia,Saussurea,CB
Èı½ÇÒ¶·çÃ«¾Õ,Saussurea deltoidea,5,11,5,11,Asteraceae,Saussurea deltoidea,Saussurea,CB
»ÆÉ½·çÃ«¾Õ,Saussurea hwangshanensis,8,9,8,9,Asteraceae,Saussurea hwangshanensis,Saussurea,CB
·çÃ«¾Õ,Saussurea japonica,6,11,6,11,Asteraceae,Saussurea japonica,Saussurea,CB
»¢¶ú²İ,Saxifraga stolonifera,4,11,4,11,Saxifragaceae,Saxifraga stolonifera,Saxifraga,CB
»ª±±À¶Åè»¨,Scabiosa comosa,7,8,9,9,Dipsacaceae,Scabiosa comosa,Scabiosa,CB
Ä¾ºÉ,Schima superba,6,8,NA,NA,Theaceae,Schima superba,Schima,WD
¶şÉ«ÎåÎ¶×Ó,Schisandra bicolor,7,7,9,10,Schisandraceae,Schisandra bicolor,Schisandra,WD
ÎåÎ¶×Ó,Schisandra chinensis,5,7,7,10,Schisandraceae,Schisandra chinensis,Schisandra,WD
Òí¹£ÎåÎ¶×Ó,Schisandra henryi,5,7,8,9,Schisandraceae,Schisandra henryi,Schisandra,WD
»ªÖĞÎåÎ¶×Ó,Schisandra sphenanthera,4,7,7,9,Schisandraceae,Schisandra sphenanthera,Schisandra,WD
ÁÑïû²İ,Schizachyrium brevifolium,7,12,7,12,Poaceae,Schizachyrium brevifolium,Schizachyrium,CB
Ğ±ĞëÁÑïû²İ,Schizachyrium fragile,8,12,8,12,Poaceae,Schizachyrium fragile,Schizachyrium,CB
ºş±±ÁÑ¹Ï,Schizopepon dioicus,6,10,6,10,Cucurbitaceae,Schizopepon dioicus,Schizopepon,CB
ÇØé»×êµØ·ç,Schizophragma corylifolium,5,6,NA,NA,Saxifragaceae,Schizophragma corylifolium,Schizophragma,WD
°×±³×êµØ·ç,Schizophragma hypoglaucum,6,7,9,10,Saxifragaceae,Schizophragma hypoglaucum,Schizophragma,WD
×êµØ·ç,Schizophragma integrifolium,6,7,10,11,Saxifragaceae,Schizophragma integrifolium,Schizophragma,WD
·ÛÂÌ×êµØ·ç,Schizophragma integrifolium var. glaucescens,NA,NA,NA,NA,Saxifragaceae,Schizophragma integrifolium var. glaucescens,Schizophragma,WD
ËÄÀâ²İ,Schnabelia oligophylla,4,5,5,6,Verbenaceae,Schnabelia oligophylla,Schnabelia,CB
Ó©İş,Schoenoplectus juncoides,8,11,8,11,Cyperaceae,Schoenoplectus juncoides,Schoenoplectus,CB
Ï¸ÙéÙë¾¥Ë®´Ğ,Schoenoplectus lineolatus,NA,NA,NA,NA,Cyperaceae,Schoenoplectus lineolatus,Schoenoplectus,CB
Ë®Ã«»¨,Schoenoplectus mucronatus subsp. robustus,5,8,5,8,Cyperaceae,Schoenoplectus mucronatus subsp. robustus,Schoenoplectus,CB
ÑöÎÔ¸ÑË®´Ğ,Schoenoplectus supinus subsp. lateriflorus,11,1,11,1,Cyperaceae,Schoenoplectus supinus subsp. lateriflorus,Schoenoplectus,CB
Ë®´Ğ,Schoenoplectus tabernaemontani,6,9,6,9,Cyperaceae,Schoenoplectus tabernaemontani,Schoenoplectus,CB
ÈıÀâË®´Ğ,Schoenoplectus triqueter,7,9,7,9,Cyperaceae,Schoenoplectus triqueter,Schoenoplectus,CB
ÖíÃ«²İ,Schoenoplectus wallichii,9,11,9,11,Cyperaceae,Schoenoplectus wallichii,Schoenoplectus,CB
ÇàÆ¤Ä¾,Schoepfia jasminodora,3,5,4,6,Olacaceae,Schoepfia jasminodora,Schoepfia,WD
Ï¸Ö¦Ë‘²İ,Scirpus filipes,3,6,3,6,Cyperaceae,Scirpus filipes,Scirpus,CB
»ª¶«Ë‘²İ,Scirpus karuizawensis,NA,NA,NA,NA,Cyperaceae,Scirpus karuizawensis,Scirpus,CB
Â®É½Ë‘²İ,Scirpus lushanensis,6,7,8,9,Cyperaceae,Scirpus lushanensis,Scirpus,CB
°ÙÇòË‘²İ,Scirpus rosthornii,5,9,5,9,Cyperaceae,Scirpus rosthornii,Scirpus,CB
°ÙËëË‘²İ,Scirpus ternatanus,7,8,7,8,Cyperaceae,Scirpus ternatanus,Scirpus,CB
¶ş»¨ÕäÖéÃ©,Scleria biflora,7,10,7,10,Cyperaceae,Scleria biflora,Scleria,CB
Ã«¹ûÕäÖéÃ©,Scleria levis,6,10,6,10,Cyperaceae,Scleria levis,Scleria,CB
»ª±±Ñ»´Ğ,Scorzonera albicaulis,5,9,5,9,Asteraceae,Scorzonera albicaulis,Scorzonera,CB
Ñ»´Ğ,Scorzonera austriaca,4,7,4,7,Asteraceae,Scorzonera austriaca,Scorzonera,CB
ÌÒÒ¶Ñ»´Ğ,Scorzonera sinensis,4,9,4,9,Asteraceae,Scorzonera sinensis,Scorzonera,CB
±±Ğş²Î,Scrophularia buergeriana,7,7,8,9,Scrophulariaceae,Scrophularia buergeriana,Scrophularia,CB
Ğş²Î,Scrophularia ningpoensis,6,10,9,11,Scrophulariaceae,Scrophularia ningpoensis,Scrophularia,CB
°²»Õ»ÆÜË,Scutellaria anhweiensis,6,6,NA,NA,Lamiaceae,Scutellaria anhweiensis,Scutellaria,CB
»ÆÜË,Scutellaria baicalensis,7,8,8,9,Lamiaceae,Scutellaria baicalensis,Scutellaria,CB
°ëÖ¦Á«,Scutellaria barbata,4,7,4,7,Lamiaceae,Scutellaria barbata,Scutellaria,CB
Õã½­»ÆÜË,Scutellaria chekiangensis,5,5,6,6,Lamiaceae,Scutellaria chekiangensis,Scutellaria,CB
ÆîÃÅ»ÆÜË,Scutellaria chimenensis,NA,NA,8,8,Lamiaceae,Scutellaria chimenensis,Scutellaria,CB
¿ø×´»ÆÜË,Scutellaria galericulata,6,7,7,8,Lamiaceae,Scutellaria galericulata,Scutellaria,CB
Á¬Ç®»ÆÜË,Scutellaria guilielmii,NA,NA,NA,NA,Lamiaceae,Scutellaria guilielmii,Scutellaria,CB
º«ĞÅ²İ,Scutellaria indica,2,6,2,6,Lamiaceae,Scutellaria indica,Scutellaria,CB
º«ĞÅ²İ³¤Ã«±äÖÖ,Scutellaria indica var. elliptica,NA,NA,NA,NA,Lamiaceae,Scutellaria indica var. elliptica,Scutellaria,CB
º«ĞÅ²İĞ¡Ò¶±äÖÖ,Scutellaria indica var. parvifolia,NA,NA,NA,NA,Lamiaceae,Scutellaria indica var. parvifolia,Scutellaria,CB
º«ĞÅ²İËõ¾¥±äÖÖ,Scutellaria indica var. subacaulis,NA,NA,NA,NA,Lamiaceae,Scutellaria indica var. subacaulis,Scutellaria,CB
¹â×Ï»ÆÜË,Scutellaria laeteviolacea,3,4,4,5,Lamiaceae,Scutellaria laeteviolacea,Scutellaria,CB
¾©»ÆÜË,Scutellaria pekinensis,6,8,7,10,Lamiaceae,Scutellaria pekinensis,Scutellaria,CB
¾©»ÆÜË×Ï¾¥±äÖÖ,Scutellaria pekinensis var. purpureicaulis,NA,NA,NA,NA,Lamiaceae,Scutellaria pekinensis var. purpureicaulis,Scutellaria,CB
¾©»ÆÜË¶Ì´Ù±äÖÖ,Scutellaria pekinensis var. transitra,NA,NA,NA,NA,Lamiaceae,Scutellaria pekinensis var. transitra,Scutellaria,CB
Ï²Òñ»ÆÜË,Scutellaria sciaphila,5,5,NA,NA,Lamiaceae,Scutellaria sciaphila,Scutellaria,CB
¼Ù»îÑª²İ,Scutellaria tuberifera,3,4,4,4,Lamiaceae,Scutellaria tuberifera,Scutellaria,CB
¶«ÄÏ¾°Ìì,Sedum alfredii,4,5,6,8,Crassulaceae,Sedum alfredii,Sedum,CB
¶ÔÒ¶¾°Ìì,Sedum baileyi,4,4,7,7,Crassulaceae,Sedum baileyi,Sedum,CB
ÖéÑ¿¾°Ìì,Sedum bulbiferum,4,5,NA,NA,Crassulaceae,Sedum bulbiferum,Sedum,CB
´óÒ¶»ğÑæ²İ,Sedum drymarioides,4,4,8,8,Crassulaceae,Sedum drymarioides,Sedum,CB
°¼Ò¶¾°Ìì,Sedum emarginatum,5,6,6,6,Crassulaceae,Sedum emarginatum,Sedum,CB
ÈÕ±¾¾°Ìì,Sedum japonicum,5,6,7,8,Crassulaceae,Sedum japonicum,Sedum,CB
±¡Ò¶¾°Ìì,Sedum leptophyllum,7,8,9,10,Crassulaceae,Sedum leptophyllum,Sedum,CB
·ğ¼×²İ,Sedum lineare,4,5,6,7,Crassulaceae,Sedum lineare,Sedum,CB
Ô²Ò¶¾°Ìì,Sedum makinoi,6,7,NA,NA,Crassulaceae,Sedum makinoi,Sedum,CB
×¦°ê¾°Ìì,Sedum onychopetalum,4,5,5,6,Crassulaceae,Sedum onychopetalum,Sedum,CB
Ò¶»¨¾°Ìì,Sedum phyllanthum,7,7,NA,NA,Crassulaceae,Sedum phyllanthum,Sedum,CB
Şº×´¾°Ìì,Sedum polytrichoides,7,8,8,9,Crassulaceae,Sedum polytrichoides,Sedum,CB
´¹Åè²İ,Sedum sarmentosum,5,7,8,8,Crassulaceae,Sedum sarmentosum,Sedum,CB
»ğÑæ²İ,Sedum stellariifolium,6,8,NA,NA,Crassulaceae,Castilleja pallida,Castilleja,CB
»ğÑæ²İ,Sedum stellariifolium,6,8,NA,NA,Crassulaceae,Sedum stellariifolium,Sedum,CB
ËÄÃ¢¾°Ìì,Sedum tetractinum,8,9,NA,NA,Crassulaceae,Sedum tetractinum,Sedum,CB
¶ÌÈï¾°Ìì,Sedum yvesii,4,5,5,5,Crassulaceae,Sedum yvesii,Sedum,CB
Ìì¿û,Semiaquilegia adoxoides,3,4,4,5,Ranunculaceae,Semiaquilegia adoxoides,Semiaquilegia,CB
¶ÌËëÖñ,Semiarundinaria densiflora,3,5,NA,NA,Poaceae,Semiarundinaria densiflora,Semiarundinaria,WD
¶îÈ÷Ç§Àï¹â,Senecio argunensis,8,10,NA,NA,Asteraceae,Senecio argunensis,Senecio,CB
ÁÖÒñÇ§Àï¹â,Senecio nemorensis,6,12,NA,NA,Asteraceae,Senecio nemorensis,Senecio,CB
È±ÁÑÇ§Àï¹â,Senecio scandens var. incisus,8,2,NA,NA,Asteraceae,Senecio scandens var. incisa,Senecio,CB
¶¹²è¾öÃ÷,Senna nomame,NA,NA,NA,NA,Fabaceae,Senna nomame,Senna,CB
¶¹²è¾öÃ÷,Senna nomame,NA,NA,NA,NA,Fabaceae,Chamaecrista nomame,Chamaecrista,CB
ÁùÔÂÑ©,Serissa japonica,5,7,NA,NA,Rubiaceae,Serissa japonica,Serissa,WD
°×Âí¹Ç,Serissa serissoides,4,6,NA,NA,Rubiaceae,Serissa serissoides,Serissa,WD
Âé»¨Í·,Serratula centauroides,6,9,NA,NA,Asteraceae,Serratula centauroides,Serratula,CB
Íë°úÂé»¨Í·,Serratula chanetii,5,10,5,10,Asteraceae,Serratula chanetii,Serratula,CB
»ªÂé»¨Í·,Serratula chinensis,7,10,7,10,Asteraceae,Serratula chinensis,Serratula,CB
Î±Äàºú²Ë,Serratula coronata,8,10,8,10,Asteraceae,Serratula coronata,Serratula,CB
Ö¥Âé,Sesamum indicum,NA,NA,NA,NA,Pedaliaceae,Sesamum indicum,Sesamum,CB
İ³²İ,Setaria chondrachne,8,10,8,10,Poaceae,Setaria chondrachne,Setaria,CB
´ó¹·Î²²İ,Setaria faberi,NA,NA,NA,NA,Poaceae,Setaria faberi,Setaria,CB
Î÷ÄÏİ³²İ,Setaria forbesiana,7,10,7,10,Poaceae,Setaria forbesiana,Setaria,CB
ÖåÒ¶¹·Î²²İ,Setaria plicata,6,10,6,10,Poaceae,Setaria plicata,Setaria,CB
ÏºĞë²İ,Sheareria nana,NA,NA,NA,NA,Asteraceae,Sheareria nana,Sheareria,CB
Â«»¨Öñ,Shibataea hispida,NA,NA,NA,NA,Poaceae,Shibataea hispida,Shibataea,WD
ºşÄÏ»Æ»¨ïş,Sida cordifolioides,NA,NA,NA,NA,Malvaceae,Sida cordifolioides,Sida,CB
Ã«¹£Øgİ²,Siegesbeckia glabrescens,4,9,6,11,Asteraceae,Siegesbeckia glabrescens,Siegesbeckia,CB
Øgİ²,Siegesbeckia orientalis,4,9,6,11,Asteraceae,Siegesbeckia orientalis,Siegesbeckia,CB
ÏÙ¹£Øgİ²,Siegesbeckia pubescens,5,8,6,10,Asteraceae,Siegesbeckia pubescens,Siegesbeckia,CB
ÏÙ¹£Øgİ²ÎŞÏÙ±äĞÍ,Siegesbeckia pubescens f. eglandulosa,NA,NA,NA,NA,Asteraceae,NA,NA,NA
Å®Â¦²Ë,Silene aprica,5,7,6,8,Caryophyllaceae,Silene aprica,Silene,CB
¹·ÅÌÂû,Silene baccifera,6,8,7,10,Caryophyllaceae,Silene baccifera,Silene,CB
ÂóÆ¿²İ,Silene conoidea,5,6,6,7,Caryophyllaceae,Silene conoidea,Silene,CB
ÊèÃ«Å®Â¦²Ë,Silene firma,6,7,7,8,Caryophyllaceae,Silene firma,Silene,CB
º×²İ,Silene fortunei,6,8,7,9,Caryophyllaceae,Silene fortunei,Silene,CB
ÆëÔÆÉ½Ó¬×Ó²İ,Silene qiyunshanensis,6,7,8,9,Caryophyllaceae,Silene qiyunshanensis,Silene,CB
Ã«Ò©ÌÙ,Sindechites henryi,5,7,7,10,Apocynaceae,Sindechites henryi,Sindechites,WD
³Ó´¸Ê÷,Sinojackia xylocarpa,3,4,7,9,Styracaceae,Sinojackia xylocarpa,Sinojackia,WD
Õã¸Ó³µÇ°×Ï²İ,Sinojohnstonia chekiangensis,4,5,4,5,Boraginaceae,Sinojohnstonia chekiangensis,Sinojohnstonia,CB
¶ÌÈï³µÇ°×Ï²İ,Sinojohnstonia moupinensis,4,7,4,7,Boraginaceae,Sinojohnstonia moupinensis,Sinojohnstonia,CB
·çÁú,Sinomenium acutum,NA,NA,NA,NA,Menispermaceae,Sinomenium acutum,Sinomenium,WD
ÖĞ¼ä÷×Ò©²İ,Sinopogonanthera intermedia,NA,NA,NA,NA,Lamiaceae,Sinopogonanthera intermedia,Sinopogonanthera,
¾Å»ªÆÑ¶ù¸ù,Sinosenecio jiuhuashanicus,4,4,NA,NA,Asteraceae,Sinosenecio jiuhuashanicus,Sinosenecio,CB
°×±³ÆÑ¶ù¸ù,Sinosenecio latouchei,4,4,NA,NA,Asteraceae,Sinosenecio latouchei,Sinosenecio,CB
ÆÑ¶ù¸ù,Sinosenecio oldhamianus,1,12,NA,NA,Asteraceae,Sinosenecio oldhamianus,Sinosenecio,CB
ÒõĞĞ²İ,Siphonostegia chinensis,6,8,NA,NA,Scrophulariaceae,Siphonostegia chinensis,Siphonostegia,CB
ÏÙÃ«ÒõĞĞ²İ,Siphonostegia laeta,7,9,9,10,Scrophulariaceae,Siphonostegia laeta,Siphonostegia,CB
ÔóÇÛ,Sium suave,8,9,9,10,Apiaceae,Sium suave,Sium,CB
ÒğÓó,Skimmia reevesiana,3,5,9,11,Rutaceae,Skimmia reevesiana,Skimmia,WD
ºï»¶Ï²,Sloanea sinensis,9,11,6,7,Elaeocarpaceae,Sloanea sinensis,Sloanea,WD
İÃİÖ,Smilax china,2,5,9,11,Liliaceae,Smilax china,Smilax,WD
Ğ¡¹ûİÃİÖ,Smilax davidiana,3,4,10,11,Liliaceae,Smilax davidiana,Smilax,WD
ÍĞ±úİÃİÖ,Smilax discotis,4,5,10,10,Liliaceae,Smilax discotis,Smilax,WD
ÍÁÜòÜß,Smilax glabra,7,11,11,4,Liliaceae,Smilax glabra,Smilax,WD
ºÚ¹ûİÃİÖ,Smilax glaucochina,3,5,10,11,Liliaceae,Smilax glaucochina,Smilax,WD
´ó»¨İÃİÖ,Smilax megalantha,NA,NA,NA,NA,Liliaceae,Smilax megalantha,Smilax,WD
ÔµÂöİÃİÖ,Smilax nervomarginata,4,5,10,10,Liliaceae,Smilax nervomarginata,Smilax,WD
ÎŞğàİÃİÖ,Smilax nervomarginata var. liukiuensis,5,5,10,10,Liliaceae,Smilax nervomarginata var. liukiuensis,Smilax,WD
°×±³Å£Î²²Ë,Smilax nipponica,4,5,8,9,Liliaceae,Smilax nipponica,Smilax,CB
Îäµ±İÃİÖ,Smilax outanscianensis,5,5,9,10,Liliaceae,Smilax outanscianensis,Smilax,WD
Å£Î²²Ë,Smilax riparia,6,7,10,10,Liliaceae,Smilax riparia,Smilax,CB
¼âÒ¶Å£Î²²Ë,Smilax riparia var. acuminata,NA,NA,NA,NA,Liliaceae,Smilax riparia var. acuminata,Smilax,CB
¶Ì¹£İÃİÖ,Smilax scobinicaulis,5,5,10,10,Liliaceae,Smilax scobinicaulis,Smilax,WD
»ª¶«İÃİÖ,Smilax sieboldii,5,6,10,10,Liliaceae,Smilax sieboldii,Smilax,WD
ÇÊ±úİÃİÖ,Smilax stans,5,6,10,10,Liliaceae,Smilax stans,Smilax,WD
ÈıÂöİÃİÖ,Smilax trinervula,3,4,10,11,Liliaceae,Smilax trinervula,Smilax,WD
Å·°×Ó¢,Solanum dulcamara,NA,NA,NA,NA,Solanaceae,Solanum dulcamara,Solanum,CB
Ò°º£ÇÑ,Solanum japonense,NA,NA,NA,NA,Solanaceae,Solanum japonense,Solanum,CB
°×Ó¢,Solanum lyratum,NA,NA,NA,NA,Solanaceae,Solanum lyratum,Solanum,CB
ÇÑ,Solanum melongena,NA,NA,NA,NA,Solanaceae,Solanum melongena,Solanum,CB
Áú¿û,Solanum nigrum,NA,NA,NA,NA,Solanaceae,Solanum nigrum,Solanum,CB
º£Í©Ò¶°×Ó¢,Solanum pittosporifolium,6,8,9,12,Solanaceae,Solanum pittosporifolium,Solanum,WD
Çàè½,Solanum septemlobum,NA,NA,NA,NA,Solanaceae,Solanum septemlobum,Solanum,CB
Ò»Ö¦»Æ»¨,Solidago decurrens,4,11,4,11,Asteraceae,Solidago decurrens,Solidago,CB
»¨Ò¶µá¿à²Ë,Sonchus asper,5,10,5,10,Asteraceae,Sonchus asper,Sonchus,CB
³¤ÁÑ¿àÜÄ²Ë,Sonchus brachyotus,6,9,6,9,Asteraceae,Sonchus brachyotus,Sonchus,CB
¿àÜÄ²Ë,Sonchus oleraceus,5,12,5,12,Asteraceae,Sonchus oleraceus,Sonchus,CB
¶ÌÈï»±,Sophora brachygyna,8,11,10,1,Fabaceae,Sophora brachygyna,Sophora,WD
¿à²Î,Sophora flavescens,6,8,7,10,Fabaceae,Sophora flavescens,Sophora,CB
ºì»¨¿à²Î,Sophora flavescens var. galegoides,NA,NA,NA,NA,Fabaceae,Sophora flavescens var. galegoides,Sophora,CB
Ã«¿à²Î,Sophora flavescens var. kronei,NA,NA,NA,NA,Fabaceae,Sophora flavescens var. kronei,Sophora,CB
Ã«Ò¶»±,Sophora japonica var. pubescens,NA,NA,NA,NA,Fabaceae,Sophora japonica var. pubescens,Sophora,WD
Ã«¹û¶Ì¹Ú²İ,Sopubia matsumurae,NA,NA,NA,NA,Scrophulariaceae,Sopubia matsumurae,Sopubia,CB
Ë®ÓÜ»¨é±,Sorbus alnifolia,5,5,8,9,Rosaceae,Sorbus alnifolia,Sorbus,WD
»ÆÉ½»¨é±,Sorbus amabilis,5,5,9,10,Rosaceae,Sorbus amabilis,Sorbus,WD
±±¾©»¨é±,Sorbus discolor,5,5,8,9,Rosaceae,Sorbus discolor,Sorbus,WD
×ØÂö»¨é±,Sorbus dunnii,5,5,8,9,Rosaceae,Sorbus dunnii,Sorbus,WD
Ê¯»Ò»¨é±,Sorbus folgneri,4,5,7,8,Rosaceae,Sorbus folgneri,Sorbus,WD
½­ÄÏ»¨é±,Sorbus hemsleyi,5,5,8,9,Rosaceae,Sorbus hemsleyi,Sorbus,WD
ºş±±»¨é±,Sorbus hupehensis,5,7,8,9,Rosaceae,Sorbus hupehensis,Sorbus,WD
»¨é±Ê÷,Sorbus pohuashanensis,6,6,9,10,Rosaceae,Sorbus pohuashanensis,Sorbus,WD
¹â¸ßÁ»,Sorghum nitidum,NA,NA,NA,NA,Poaceae,Sorghum nitidum,Sorghum,CB
ºÚÈıÀâ,Sparganium stoloniferum,5,10,5,10,Sparganiaceae,Sparganium stoloniferum,Sparganium,CB
°×Ëë»¨,Speirantha gardenii,5,6,7,7,Liliaceae,Speirantha gardenii,Speirantha,CB
µØ¹¹Ò¶,Speranskia tuberculata,5,9,5,9,Euphorbiaceae,Speranskia tuberculata,Speranskia,CB
ÄâÆá¹Ã,Spergularia marina,5,7,6,9,Caryophyllaceae,Spergularia marina,Spergularia,CB
ĞåÇòĞåÏß¾Õ,Spiraea blumei,4,6,8,10,Rosaceae,Spiraea blumei,Spiraea,WD
¿í°êĞåÇòĞåÏß¾Õ,Spiraea blumei var. latipetala,NA,NA,NA,NA,Rosaceae,Spiraea blumei var. latipetala,Spiraea,WD
Ã«¹ûĞåÇòĞåÏß¾Õ,Spiraea blumei var. pubicarpa,NA,NA,NA,NA,Rosaceae,Spiraea blumei var. pubicarpa,Spiraea,WD
ÂéÒ¶ĞåÏß¾Õ,Spiraea cantoniensis,4,5,7,9,Rosaceae,Spiraea cantoniensis,Spiraea,WD
Ã«İàÂéÒ¶ĞåÇò,Spiraea cantoniensis var. pilosa,NA,NA,NA,NA,Rosaceae,Spiraea cantoniensis var. pilosa,Spiraea,WD
ÖĞ»ªĞåÏß¾Õ,Spiraea chinensis,3,6,6,10,Rosaceae,Spiraea chinensis,Spiraea,WD
´óÒ¶»ª±±ĞåÏß¾Õ,Spiraea fritschiana var. angulata,NA,NA,NA,NA,Rosaceae,Spiraea fritschiana var. angulata,Spiraea,WD
ÊèÃ«ĞåÏß¾Õ,Spiraea hirsuta,5,5,7,8,Rosaceae,Spiraea hirsuta,Spiraea,WD
ĞåÏß¾Õ,Spiraea japonica,6,8,8,10,Rosaceae,Spiraea japonica,Spiraea,WD
ĞåÏß¾Õ,Spiraea japonica,6,8,8,10,Rosaceae,Spiraea salicifolia,Spiraea,WD
½¥¼âĞåÏß¾Õ,Spiraea japonica var. acuminata,NA,NA,NA,NA,Rosaceae,Spiraea japonica var. acuminata,Spiraea,WD
¹âÒ¶ĞåÏß¾Õ,Spiraea japonica var. fortunei,NA,NA,NA,NA,Rosaceae,Spiraea japonica var. fortunei,Spiraea,WD
ÎŞÃ«ĞåÏß¾Õ,Spiraea japonica var. glabra,NA,NA,NA,NA,Rosaceae,Spiraea japonica var. glabra,Spiraea,WD
ÎŞÃ«³¤ÈïĞåÏß¾Õ,Spiraea miyabei var. glabrata,NA,NA,NA,NA,Rosaceae,Spiraea miyabei var. glabrata,Spiraea,WD
ÀîÒ¶ĞåÏß¾Õ,Spiraea prunifolia,3,5,NA,NA,Rosaceae,Spiraea prunifolia,Spiraea,WD
µ¥°êĞ¦ØÌ»¨,Spiraea prunifolia var. simpliciflora,NA,NA,NA,NA,Rosaceae,Spiraea prunifolia var. simpliciflora,Spiraea,WD
ÍÁ×¯ĞåÏß¾Õ,Spiraea pubescens,5,6,7,8,Rosaceae,Spiraea pubescens,Spiraea,WD
Ã«¹ûÍÁ×¯ĞåÏß¾Õ,Spiraea pubescens var. lasiocarpa,NA,NA,NA,NA,Rosaceae,Spiraea pubescens var. lasiocarpa,Spiraea,WD
ÄÏ´¨ĞåÏß¾Õ,Spiraea rosthornii,5,6,8,9,Rosaceae,Spiraea rosthornii,Spiraea,WD
ÈıÁÑĞåÏß¾Õ,Spiraea trilobata,5,6,7,8,Rosaceae,Spiraea trilobata,Spiraea,WD
ÁâÒ¶ĞåÏß¾Õ,Spiraea vanhouttei,NA,NA,NA,NA,Rosaceae,Spiraea vanhouttei,Spiraea,WD
ç·²İ,Spiranthes sinensis,7,8,NA,NA,Orchidaceae,Spiranthes sinensis,Spiranthes,CB
×ÏÆ¼,Spirodela polyrhiza,NA,NA,NA,NA,Lemnaceae,Spirodela polyrrhiza,Spirodela,CB
×ÏÆ¼,Spirodela polyrrhiza,NA,NA,NA,NA,Lemnaceae,Spirodela polyrrhiza,Spirodela,CB
ÓÍÃ¢,Spodiopogon cotulifer,9,11,9,11,Poaceae,Spodiopogon cotulifer,Spodiopogon,CB
´óÓÍÃ¢,Spodiopogon sibiricus,7,10,7,10,Poaceae,Spodiopogon sibiricus,Spodiopogon,CB
ÊóÎ²ËÚ,Sporobolus fertilis,3,12,3,12,Poaceae,Sporobolus fertilis,Sporobolus,CB
Ã«ÊóÎ²ËÚ,Sporobolus piliferus,4,9,4,9,Poaceae,Sporobolus piliferus,Sporobolus,CB
ÎÏ¶ù²Ë,Stachys arrecta,7,8,9,10,Lamiaceae,Stachys arrecta,Stachys,CB
Ã«Ë®ËÕ,Stachys baicalensis,7,7,8,8,Lamiaceae,Stachys baicalensis,Stachys,CB
µØ²Ï,Stachys geobombycis,4,5,NA,NA,Lamiaceae,Stachys geobombycis,Stachys,CB
Ë®ËÕ,Stachys japonica,5,7,NA,NA,Lamiaceae,Stachys japonica,Stachys,CB
ÕëÍ²²Ë,Stachys oblongifolia,NA,NA,NA,NA,Lamiaceae,Stachys oblongifolia,Stachys,CB
ÕÓÉúË®ËÕ,Stachys palustris,NA,NA,NA,NA,Lamiaceae,Stachys palustris,Stachys,CB
ÖĞ¹úìº½Ú»¨,Stachyurus chinensis,3,4,5,7,Stachyuraceae,Stachyurus chinensis,Stachyurus,WD
Ê¡¹ÁÓÍ,Staphylea bumalda,4,5,8,9,Staphyleaceae,Staphylea bumalda,Staphylea,WD
°òë×¹û,Staphylea holocarpa,NA,NA,NA,NA,Staphyleaceae,Staphylea holocarpa,Staphylea,WD
Î÷ÄÏÒ°Ä¾¹Ï,Stauntonia cavalerieana,NA,NA,NA,NA,Lardizabalaceae,Stauntonia cavalerieana,Stauntonia,WD
Ò°Ä¾¹Ï,Stauntonia chinensis,3,4,6,10,Lardizabalaceae,Stauntonia chinensis,Stauntonia,WD
¶ÛÒ©Ò°Ä¾¹Ï,Stauntonia leucantha,4,5,8,10,Lardizabalaceae,Stauntonia obovata,Stauntonia,WD
¶ÛÒ©Ò°Ä¾¹Ï,Stauntonia obovata,4,5,8,10,Lardizabalaceae,Stauntonia obovata,Stauntonia,WD
Ê¯ÔÂ,Stauntonia obovatifoliola,4,5,9,11,Lardizabalaceae,Stauntonia obovatifoliola,Stauntonia,WD
Î²Ò¶ÄÇÌÙ,Stauntonia obovatifoliola subsp. urophylla,4,4,6,7,Lardizabalaceae,Stauntonia obovatifoliola subsp. urophylla,Stauntonia,WD
È¸Éà²İ,Stellaria alsine,5,6,7,8,Caryophyllaceae,Stellaria alsine,Stellaria,CB
ÖĞ¹ú·±ÂÆ,Stellaria chinensis,5,6,7,8,Caryophyllaceae,Stellaria chinensis,Stellaria,CB
ºÌÒ¶·±ÂÆ,Stellaria graminea,5,7,8,9,Caryophyllaceae,Stellaria graminea,Stellaria,CB
·±ÂÆ,Stellaria media,6,7,7,8,Caryophyllaceae,Stellaria media,Stellaria,CB
¼¦³¦·±ÂÆ,Stellaria neglecta,4,6,6,8,Caryophyllaceae,Stellaria neglecta,Stellaria,CB
