scientific name,Chinese name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Spatholobus harmandii,¹âÒ¶ÃÜ»¨¶¹,Fabaceae,3,3,6,7,WD
Spatholobus sinensis,ºìÑªÌÙ,Fabaceae,6,7,1,1,WD
Spatholobus suberectus,ÃÜ»¨¶¹,Fabaceae,6,6,11,12,WD
Sphaeranthus africanus,´÷ĞÇ²İ,Asteraceae,12,5,NA,NA,CB
Sphaerocaryum malaccense,°Şİ£,Poaceae,8,9,NA,NA,CB
Sphenoclea zeylanica,¼â°ê»¨,Campanulaceae,1,12,1,12,CB
Sphenodesme floribunda,¶à»¨Ğ¨³áÌÙ,Verbenaceae,3,4,NA,NA,WD
Sphenodesme involucrata,×¦Ğ¨³áÌÙ,Verbenaceae,11,6,11,6,WD
Spilanthes callimorpha,ÃÀĞÎ½ğÅ¥¿Û,Asteraceae,5,12,5,12,CB
Spilanthes paniculata,½ğÅ¥¿Û,Asteraceae,4,11,4,11,CB
Spinifex littoreus,ÀÏÊóÆI,Poaceae,6,11,6,11,CB
Spiradiclis hainanensis,º£ÄÏÂİĞò²İ,Rubiaceae,1,4,NA,NA,CB
Spiranthes sinensis,ç·²İ,Orchidaceae,7,8,NA,NA,CB
Spirodela polyrrhiza,×ÏÆ¼,Lemnaceae,NA,NA,NA,NA,CB
Spondias lakonensis,ÁëÄÏËáÔæ,Anacardiaceae,NA,NA,NA,NA,WD
Sporobolus fertilis,ÊóÎ²ËÚ,Poaceae,3,12,3,12,CB
Sporobolus hancei,¹ãÖİÊóÎ²ËÚ,Poaceae,3,5,NA,NA,CB
Sporobolus virginicus,ÑÎµØÊóÎ²ËÚ,Poaceae,6,9,6,9,CB
Stahlianthus involucratus,ÍÁÌïÆß,Zingiberaceae,5,6,NA,NA,CB
Stauntonia chinensis,Ò°Ä¾¹Ï,Lardizabalaceae,3,11,6,10,WD
Stauntonia obovata,¶ÛÒ©Ò°Ä¾¹Ï,Lardizabalaceae,2,4,9,11,WD
Stauntonia oligophylla,ÉÙÒ¶Ò°Ä¾¹Ï,Lardizabalaceae,8,11,NA,NA,WD
Stauranthera umbrosa,Ê®×ÖÜÄÌ¦,Gesneriaceae,2,6,NA,NA,CB
Staurogyne concinnula,²æÖù»¨,Acanthaceae,3,3,NA,NA,CB
Staurogyne hainanensis,º£ÄÏ²æÖù»¨,Acanthaceae,3,4,NA,NA,CB
Staurogyne paotingensis,±£Í¤²æÖù»¨,Acanthaceae,NA,NA,NA,NA,CB
Staurogyne rivularis,Êİ²æÖù»¨,Acanthaceae,NA,NA,NA,NA,CB
Staurogyne sinica,ÖĞ»ª²æÖù»¨,Acanthaceae,3,4,NA,NA,CB
Staurogyne stenophylla,ÏÁÒ¶²æÖù»¨,Acanthaceae,NA,NA,NA,NA,CB
Staurogyne strigosa,Çíº£²æÖù»¨,Acanthaceae,3,4,NA,NA,CB
Stemona parviflora,Ï¸»¨°Ù²¿,Stemonaceae,4,5,NA,NA,CB
Stemona tuberosa,´ó°Ù²¿,Stemonaceae,4,5,7,8,CB
Stenotaphrum helferi,¶ÛÒ¶²İ,Poaceae,9,11,NA,NA,CB
Stephania hainanensis,º£ÄÏµØ²»Èİ,Menispermaceae,3,5,NA,NA,CB
Stephania japonica,Ç§½ğÌÙ,Menispermaceae,NA,NA,NA,NA,WD
Stephania longa,·à»şóÆ,Menispermaceae,4,9,4,9,CB
Stephania sinica,ÈêÀ¼,Menispermaceae,6,6,8,9,WD
Stephania succifera,Ğ¡Ò¶µØ²»Èİ,Menispermaceae,3,3,NA,NA,CB
Stephania tetrandra,·Û·À¼º,Menispermaceae,6,8,9,11,CB
Sterculia foetida,ÏãÆ»ÆÅ,Sterculiaceae,4,5,NA,NA,WD
Sterculia hainanensis,º£ÄÏÆ»ÆÅ,Sterculiaceae,1,4,NA,NA,WD
Sterculia lanceolata,¼ÙÆ»ÆÅ,Sterculiaceae,4,5,NA,NA,WD
Stictocardia tiliifolia,ÏÙÒ¶ÌÙ,Convolvulaceae,10,12,NA,NA,WD
Stixis suaveolens,°ß¹ûÌÙ,Capparaceae,2,5,5,8,WD
Streblus asper,ÈµÉöÊ÷,Moraceae,2,4,5,6,WD
Streblus ilicifolius,´ÌÉ£,Moraceae,4,4,6,6,WD
Streblus indicus,¼ÙÈµÉöÊ÷,Moraceae,10,11,NA,NA,WD
Streblus taxoides,Ò¶±»Ä¾,Moraceae,4,5,NA,NA,WD
Streblus tonkinensis,Ã×Ñï,Moraceae,3,8,NA,NA,WD
Streblus zeylanicus,Î²Ò¶´ÌÉ£,Moraceae,4,4,5,5,WD
Striga asiatica,¶À½Å½ğ,Scrophulariaceae,9,11,NA,NA,CB
Striga masuria,´ó¶À½Å½ğ,Scrophulariaceae,6,11,NA,NA,CB
Strobilanthes annauritica,º£ÄÏ»Æ,Acanthaceae,NA,NA,NA,NA,CB
Strobilanthes chinensis,»ÆÇò»¨,Acanthaceae,2,3,NA,NA,CB
Strobilanthes cusia,°åÀ¶,Acanthaceae,11,11,NA,NA,CB
Strobilanthes labordei,±¡Ò¶ÂíÀ¶,Acanthaceae,NA,NA,NA,NA,CB
Strobilanthes longzhouensis,ÁúÖİÂíÀ¶,Acanthaceae,NA,NA,NA,NA,WD
Strobilanthes tetrasperma,ËÄ×ÓÂíÀ¶,Acanthaceae,9,11,NA,NA,CB
Strophanthus divaricatus,Ñò½ÇŞÖ,Apocynaceae,3,5,6,12,WD
Strophioblachia fimbricalyx,ËŞİàÄ¾,Euphorbiaceae,5,7,5,7,WD
Strychnos angustiflora,Å£ÑÛÂíÇ®,Loganiaceae,4,6,7,12,WD
Strychnos cathayensis,»ªÂíÇ®,Loganiaceae,4,6,6,12,WD
Strychnos ovata,ÃÜ»¨ÂíÇ®,Loganiaceae,3,6,7,12,WD
Strychnos umbellata,É¡»¨ÂíÇ®,Loganiaceae,3,6,7,10,WD
Stylidium uliginosum,»¨Öù²İ,Stylidiaceae,1,2,2,3,CB
Styrax agrestis,à¹¹û°²Ï¢Ïã,Styracaceae,9,12,3,5,WD
Styrax argentifolius,ÒøÒ¶°²Ï¢Ïã,Styracaceae,4,5,8,9,WD
Styrax faberi,°×»¨Áú,Styracaceae,4,6,8,10,WD
Styrax grandiflorus,´ó»¨°²Ï¢Ïã,Styracaceae,4,6,8,10,WD
Styrax hainanensis,ºñÒ¶°²Ï¢Ïã,Styracaceae,3,4,7,9,WD
Styrax serrulatus,³İÒ¶°²Ï¢Ïã,Styracaceae,3,5,7,9,WD
Styrax suberifolius,Ë¨Ò¶°²Ï¢Ïã,Styracaceae,3,5,10,11,WD
Suaeda australis,ÄÏ·½¼îÅî,Chenopodiaceae,7,11,7,11,WD
Sunipia hainanensis,º£ÄÏ´ó°úÀ¼,Orchidaceae,3,4,NA,NA,CB
Suregada aequorea,Ì¨Íå°×Ê÷,Euphorbiaceae,5,7,NA,NA,WD
Suregada glomerulata,°×Ê÷,Euphorbiaceae,3,9,NA,NA,WD
Swertia angustifolia,ÏÁÒ¶â¯ÑÀ²Ë,Gentianaceae,8,9,8,9,CB
Swertia angustifolia var. pulchella,ÃÀÀöâ¯ÑÀ²Ë,Gentianaceae,NA,NA,NA,NA,CB
Symplocos adenophylla,ÏÙÒ¶É½·¯,Symplocaceae,7,8,7,8,WD
Symplocos adenopus,ÏÙ±úÉ½Ñâ,Symplocaceae,11,12,7,8,WD
Symplocos anomala,±¡Ò¶É½·¯,Symplocaceae,7,9,3,4,WD
Symplocos atriolivacea,éÏé­É½·¯,Symplocaceae,7,8,9,11,WD
Symplocos cochinchinensis,Ô½ÄÏÉ½·¯,Symplocaceae,8,9,10,11,WD
Symplocos cochinchinensis var. angustifolia,ÏÁÒ¶É½Ñâ,Symplocaceae,NA,NA,NA,NA,WD
Symplocos cochinchinensis var. laurina,»ÆÅ£ÄÌÊ÷,Symplocaceae,8,12,3,6,WD
Symplocos congesta,ÃÜ»¨É½·¯,Symplocaceae,8,11,1,2,WD
Symplocos crassilimba,ºñÒ¶É½·¯,Symplocaceae,10,12,6,7,WD
Symplocos euryoides,èÚÒ¶É½·¯,Symplocaceae,7,8,9,12,WD
Symplocos fordii,ÈıÁÑÉ½·¯,Symplocaceae,5,11,5,11,WD
Symplocos glauca,ÑòÉàÊ÷,Symplocaceae,4,8,8,10,WD
Symplocos hainanensis,º£ÄÏÉ½·¯,Symplocaceae,7,10,8,11,WD
Symplocos heishanensis,º£Í©É½·¯,Symplocaceae,2,3,9,10,WD
Symplocos lancifolia,¹âÒ¶É½·¯,Symplocaceae,7,8,9,10,WD
Symplocos lucida,¹âÁÁÉ½·¯,Symplocaceae,3,12,5,12,WD
Symplocos ovatilobata,µ¥»¨É½·¯,Symplocaceae,10,11,1,2,WD
Symplocos paniculata,°×Ì´,Symplocaceae,4,5,8,9,WD
Symplocos pendula,µõÖÓÉ½·¯,Symplocaceae,6,8,9,11,WD
Symplocos poilanei,´Ô»¨É½·¯,Symplocaceae,6,9,10,2,WD
Symplocos pseudobarberina,ÌúÉ½·¯,Symplocaceae,9,10,12,12,WD
Symplocos racemosa,Öé×ĞÊ÷,Symplocaceae,2,3,6,6,WD
Symplocos stellaris,ÀÏÊóÊ¸,Symplocaceae,4,5,6,6,WD
Symplocos sumuntia,É½·¯,Symplocaceae,2,3,6,7,WD
Symplocos viridissima,ÂÌÖ¦É½·¯,Symplocaceae,3,5,7,7,WD
Symplocos wikstroemiifolia,Î¢Ã«É½·¯,Symplocaceae,3,4,6,7,WD
Syndiclis chinensis,ÓÍ¹ûÕÁ,Lauraceae,4,5,9,10,WD
Syndiclis lotungensis,ÀÖ¶«ÓÍ¹ûÕÁ,Lauraceae,NA,NA,10,10,WD
Syzygium acuminatissimum,Ğ¤ÆÑÌÒ,Myrtaceae,7,10,NA,NA,WD
Syzygium araiocladum,ÏßÖ¦ÆÑÌÒ,Myrtaceae,5,6,NA,NA,WD
Syzygium austrosinense,»ªÄÏÆÑÌÒ,Myrtaceae,6,8,NA,NA,WD
Syzygium boisianum,ÎŞ±úÆÑÌÒ,Myrtaceae,8,10,NA,NA,WD
Syzygium brachythyrsum,¶ÌÒ©ÆÑÌÒ,Myrtaceae,8,8,NA,NA,WD
Syzygium bullockii,ºÚ×ìÆÑÌÒ,Myrtaceae,3,8,NA,NA,WD
Syzygium buxifolioideum,¼Ù³àéª,Myrtaceae,NA,NA,11,11,WD
Syzygium buxifolium,³àéª,Myrtaceae,6,8,NA,NA,WD
Syzygium championii,×ÓÁèÆÑÌÒ,Myrtaceae,8,10,NA,NA,WD
Syzygium chunianum,ÃÜÂöÆÑÌÒ,Myrtaceae,7,10,NA,NA,WD
Syzygium claviflorum,°ô»¨ÆÑÌÒ,Myrtaceae,3,4,NA,NA,WD
Syzygium conspersipunctatum,É¢µãÆÑÌÒ,Myrtaceae,7,8,NA,NA,WD
Syzygium cumini,ÎÚÄ«,Myrtaceae,2,3,NA,NA,WD
Syzygium cumini var. tsoi,³¤İàÎÚÄ«,Myrtaceae,NA,NA,NA,NA,WD
Syzygium euonymifolium,ÎÀÃ¬Ò¶ÆÑÌÒ,Myrtaceae,5,8,NA,NA,WD
Syzygium fluviatile,Ë®ÖñÆÑÌÒ,Myrtaceae,4,7,NA,NA,WD
Syzygium formosanum,Ì¨ÍåÆÑÌÒ,Myrtaceae,NA,NA,NA,NA,WD
Syzygium globiflorum,¶ÌÒ©ÆÑÌÒ,Myrtaceae,4,8,NA,NA,WD
Syzygium hainanense,º£ÄÏÆÑÌÒ,Myrtaceae,NA,NA,NA,NA,WD
Syzygium hancei,ºìÁÛÆÑÌÒ,Myrtaceae,7,9,NA,NA,WD
Syzygium howii,ÍòÄşÆÑÌÒ,Myrtaceae,9,9,NA,NA,WD
Syzygium infrarubiginosum,ºÖ±³ÆÑÌÒ,Myrtaceae,11,11,NA,NA,WD
Syzygium jambos,ÆÑÌÒ,Myrtaceae,6,8,NA,NA,WD
Syzygium jienfunicum,¼â·åÆÑÌÒ,Myrtaceae,NA,NA,1,1,WD
Syzygium levinei,É½ÆÑÌÒ,Myrtaceae,8,9,NA,NA,WD
Syzygium megacarpum,À«Ò¶ÆÑÌÒ,Myrtaceae,4,4,NA,NA,WD
Syzygium myrsinifolium,ÖñÒ¶ÆÑÌÒ,Myrtaceae,2,9,NA,NA,WD
Syzygium myrsinifolium var. grandiflorum,´ó»¨ÖñÒ¶ÆÑÌÒ,Myrtaceae,NA,NA,NA,NA,WD
Syzygium nervosum,Ë®ÎÌÆÑÌÒ,Myrtaceae,5,6,NA,NA,WD
Syzygium odoratum,ÏãÆÑÌÒ,Myrtaceae,4,6,NA,NA,WD
Syzygium rehderianum,ºìÖ¦ÆÑÌÒ,Myrtaceae,6,8,NA,NA,WD
Syzygium rysopodum,ÖåİàÆÑÌÒ,Myrtaceae,6,7,2,2,WD
Syzygium stenocladum,ÏËÖ¦ÆÑÌÒ,Myrtaceae,NA,NA,NA,NA,WD
Syzygium sterrophyllum,Ó²Ò¶ÆÑÌÒ,Myrtaceae,6,8,NA,NA,WD
Syzygium tephrodes,·½Ö¦ÆÑÌÒ,Myrtaceae,5,6,NA,NA,WD
Syzygium tetragonum,ËÄ½ÇÆÑÌÒ,Myrtaceae,8,10,NA,NA,WD
Syzygium tsoongii,ÏÁÒ¶ÆÑÌÒ,Myrtaceae,5,8,NA,NA,WD
Tabernaemontana bovina,Ò©ÓÃ¹·ÑÀ»¨,Apocynaceae,4,10,8,4,WD
Tabernaemontana bufalina,¼âÀÙ¹·ÑÀ»¨,Apocynaceae,3,6,6,12,WD
Tabernaemontana corymbosa,É¡·¿¹·ÑÀ»¨,Apocynaceae,5,5,NA,NA,WD
Tabernaemontana divaricata,¹·ÑÀ»¨,Apocynaceae,4,4,NA,NA,WD
Tacca chantrieri,¼ı¸ùÊí,Taccaceae,1,12,NA,NA,CB
Tadehagi triquetrum,ºùÂ«²è,Fabaceae,7,7,NA,NA,WD
Taeniophyllum glandulosum,´øÒ¶À¼,Orchidaceae,4,7,5,8,CB
Tainia hookeriana,ÂÌ»¨´ø´½À¼,Orchidaceae,2,3,NA,NA,CB
Tainia latifolia,À«Ò¶´ø´½À¼,Orchidaceae,3,3,NA,NA,CB
Tainia penangiana,éÄÀÆÓì´ø´½À¼,Orchidaceae,2,3,NA,NA,CB
Tarenna attenuata,¼Ù¹ğÎÚ¿ÚÊ÷,Rubiaceae,3,7,5,1,WD
Tarenna lancilimba,ÅûÕëÒ¶ÎÚ¿ÚÊ÷,Rubiaceae,4,6,6,1,WD
Tarenna laui,ÑÂÖİÎÚ¿ÚÊ÷,Rubiaceae,5,7,7,2,WD
Tarenna mollissima,°×»¨ÈôµÆÁı,Rubiaceae,6,7,5,2,WD
Tarenna tsangii,º£ÄÏÎÚ¿ÚÊ÷,Rubiaceae,5,7,7,1,WD
Tarenna tsangii f. elliptica,ÍÖÔ²Ò¶ÎÚ¿ÚÊ÷,Rubiaceae,NA,NA,12,12,WD
Tarennoidea wallichii,ÁëÂŞÂó,Rubiaceae,5,6,7,2,WD
Taxillus chinensis,¹ã¼ÄÉú,Loranthaceae,8,8,4,1,WD
Taxillus limprichtii,Ä¾À¼¼ÄÉú,Loranthaceae,8,8,6,7,WD
Taxillus liquidambaricola,·ãÏã¶Û¹û¼ÄÉú,Loranthaceae,8,10,10,12,WD
Telosma procumbens,ÎÔ¾¶Ò¹À´Ïã,Asclepiadaceae,5,5,9,11,WD
Tephrosia candida,°×»ÒÃ«¶¹,Fabaceae,10,11,12,12,CB
Tephrosia coccinea var. stenophylla,ÏÁÒ¶ºì»ÒÃ«¶¹,Fabaceae,NA,NA,NA,NA,CB
Tephrosia pumila,°«»ÒÃ«¶¹,Fabaceae,1,12,NA,NA,CB
Tephrosia purpurea,»ÒÃ«¶¹,Fabaceae,7,7,NA,NA,CB
Tephrosia vestita,»Æ»ÒÃ«¶¹,Fabaceae,9,9,NA,NA,CB
Teramnus labialis,Èí¼Ô¶¹,Fabaceae,6,7,9,10,CB
Terminalia catappa,é­ÈÊÊ÷,Combretaceae,3,6,7,9,WD
Terminalia chebula,Ú­×Ó,Combretaceae,5,5,7,9,WD
Terminalia nigrovenulosa,º£ÄÏé­ÈÊ,Combretaceae,8,9,12,12,WD
Ternstroemia gymnanthera,ºñÆ¤Ïã,Theaceae,5,7,10,12,WD
Ternstroemia hainanensis,º£ÄÏºñÆ¤Ïã,Theaceae,5,6,8,10,WD
Ternstroemia kwangtungensis,ºñÒ¶ºñÆ¤Ïã,Theaceae,5,6,10,11,WD
Ternstroemia luteoflora,¼âİàºñÆ¤Ïã,Theaceae,5,6,8,10,WD
Ternstroemia microphylla,Ğ¡Ò¶ºñÆ¤Ïã,Theaceae,5,6,8,10,WD
Tetracera sarmentosa,ÎıÒ¶ÌÙ,Araceae,4,5,NA,NA,WD
Tetradium glabrifolium,é¬Ò¶ÎâİÇ,Rutaceae,8,10,11,12,WD
Tetradium trichotomum,ÃÛé¬ÎâİÇ,Rutaceae,4,5,8,9,WD
Tetrastigma caudatum,Î²Ò¶ÑÂÅÀÌÙ,Vitaceae,4,7,5,11,WD
Tetrastigma cauliflorum,¾¥»¨ÑÂÅÀÌÙ,Vitaceae,2,6,4,10,WD
Tetrastigma cruciatum,Ê®×ÖÑÂÅÀÌÙ,Vitaceae,4,8,7,11,WD
Tetrastigma erubescens,ºìÖ¦ÑÂÅÀÌÙ,Vitaceae,4,5,4,5,WD
Tetrastigma erubescens var. monophyllum,µ¥Ò¶ºìÖ¦ÑÂÅÀÌÙ,Vitaceae,NA,NA,NA,NA,WD
Tetrastigma godefroyanum,±ú¹ûÑÂÅÀÌÙ,Vitaceae,7,8,10,11,WD
Tetrastigma hemsleyanum,ÈıÒ¶ÑÂÅÀÌÙ,Vitaceae,4,5,7,8,CB
Tetrastigma henryi,ÃÉ×ÔÑÂÅÀÌÙ,Vitaceae,4,4,9,9,WD
Tetrastigma obtectum var. glabrum,ÎŞÃ«ÑÂÅÀÌÙ,Vitaceae,3,5,7,11,CB
Tetrastigma pachyphyllum,ºñÒ¶ÑÂÅÀÌÙ,Vitaceae,4,7,5,10,WD
Tetrastigma papillatum,º£ÄÏÑÂÅÀÌÙ,Vitaceae,3,4,4,5,WD
Tetrastigma planicaule,±âµ£ÌÙ,Vitaceae,4,6,6,10,WD
Tetrastigma pseudocruciatum,¹ıÉ½ÑÂÅÀÌÙ,Vitaceae,4,7,9,11,WD
Tetrastigma pubinerve,Ã«ÂöÑÂÅÀÌÙ,Vitaceae,4,5,7,10,WD
Teucrium japonicum,Ëë»¨Ïã¿Æ¿Æ,Lamiaceae,7,9,NA,NA,CB
Teucrium viscidum,Ñª¼û³î,Lamiaceae,7,11,NA,NA,CB
Teyleria koordersii,Çí¶¹,Fabaceae,11,12,12,12,CB
Thalassia hemprichii,Ì©À´Ôå,Hydrocharitaceae,NA,NA,NA,NA,CB
Thalictrum philippinense,·ÆÂÉ±öÌÆËÉ²İ,Ranunculaceae,NA,NA,NA,NA,CB
Thelasis pygmaea,°«ÖùÀ¼,Orchidaceae,4,10,NA,NA,CB
Themeda caudata,°ú×Ó²İ,Poaceae,7,12,7,12,CB
Themeda triandra,»Æ±³²İ,Poaceae,6,9,6,9,CB
Themeda villosa,İÑ,Poaceae,8,1,8,1,CB
Thespesia lampas,°×½ÅÍ©ÃŞ,Malvaceae,9,1,NA,NA,WD
Thevetia peruviana,»Æ»¨¼ĞÖñÌÒ,Apocynaceae,5,12,NA,NA,WD
Thottea hainanensis,º£ÄÏÏß¹û¶µÁå,Aristolochiaceae,8,12,1,3,WD
Thrixspermum amplexicaule,±§¾¥°×µãÀ¼,Orchidaceae,NA,NA,NA,NA,CB
Thrixspermum annamense,º£Ì¨°×µãÀ¼,Orchidaceae,5,5,NA,NA,CB
Thrixspermum centipeda,°×µãÀ¼,Orchidaceae,8,8,NA,NA,CB
Thuarea involuta,ÉeÀ×²İ,Poaceae,4,12,4,12,CB
Thunbergia eberhardtii,¶şÉ«É½Ç£Å£,Acanthaceae,NA,NA,NA,NA,WD
Thunbergia fragrans,Íë»¨²İ,Acanthaceae,NA,NA,NA,NA,CB
Thunbergia fragrans subsp. hainanensis,º£ÄÏÉ½Ç£Å£,Acanthaceae,NA,NA,NA,NA,CB
Thysanolaena latifolia,ôÕÒ¶Â«,Poaceae,2,3,NA,NA,CB
Thysanotus chinensis,ÒìÈï²İ,Liliaceae,6,7,6,7,CB
Tinospora hainanensis,º£ÄÏÇàÅ£µ¨,Menispermaceae,4,4,6,6,WD
Tinospora sagittata,ÇàÅ£µ¨,Menispermaceae,4,4,NA,NA,CB
Tinospora sinensis,ÖĞ»ªÇàÅ£µ¨,Menispermaceae,4,4,5,6,WD
Toddalia asiatica,·ÉÁúÕÆÑª,Rutaceae,10,12,12,2,WD
Toona ciliata,ºì´»,Meliaceae,4,6,10,12,WD
Toona sinensis,Ïã´»,Meliaceae,6,6,NA,NA,WD
Toona sureni,×Ï´»,Meliaceae,1,1,NA,NA,WD
Torenia asiatica,¹âÒ¶ºûµû²İ,Scrophulariaceae,5,11,5,11,CB
Torenia benthamiana,Ã«Ò¶ºûµû²İ,Scrophulariaceae,8,5,8,5,CB
Torenia biniflora,¶ş»¨ºûµû²İ,Scrophulariaceae,7,10,7,10,CB
Torenia concolor,µ¥É«ºûµû²İ,Scrophulariaceae,5,11,5,11,CB
Torenia flava,»Æ»¨ºûµû²İ,Scrophulariaceae,6,11,6,11,CB
Torenia fordii,×Ï°ßºûµû²İ,Scrophulariaceae,7,10,7,10,CB
Tournefortia argentea,ÒøÃ«×Ïµ¤,Boraginaceae,4,6,4,6,WD
Tournefortia montana,×Ïµ¤,Boraginaceae,2,3,NA,NA,WD
Toxicodendron succedaneum,Ò°Æá,Anacardiaceae,3,4,10,10,WD
Toxocarpus fuscus,ĞâÃ«¹­¹ûÌÙ,Asclepiadaceae,5,5,NA,NA,WD
Toxocarpus hainanensis,º£ÄÏ¹­¹ûÌÙ,Asclepiadaceae,4,7,NA,NA,WD
Toxocarpus himalensis,Î÷²Ø¹­¹ûÌÙ,Asclepiadaceae,5,6,8,12,WD
Toxocarpus laevigatus,Æ½»¬¹­¹ûÌÙ,Asclepiadaceae,5,5,NA,NA,WD
Toxocarpus patens,¹ã»¨¹­¹ûÌÙ,Asclepiadaceae,5,5,NA,NA,WD
Toxocarpus villosus,Ã«¹­¹ûÌÙ,Asclepiadaceae,4,4,6,6,WD
Toxocarpus wightianus,¹­¹ûÌÙ,Asclepiadaceae,6,8,8,1,WD
Trachelospermum asiaticum,ÑÇÖŞÂçÊ¯,Apocynaceae,4,7,8,11,WD
Trachelospermum jasminoides,ÂçÊ¯,Apocynaceae,3,7,7,12,WD
Trema angustifolia,ÏÁÒ¶É½»ÆÂé,Ulmaceae,4,6,8,11,WD
Trema cannabina,¹âÒ¶É½»ÆÂé,Ulmaceae,3,6,9,10,WD
Trema cannabina var. dielsiana,É½ÂéÓÍ,Ulmaceae,NA,NA,NA,NA,WD
Trema orientalis,ÒìÉ«É½»ÆÂé,Ulmaceae,3,5,6,11,WD
Trema tomentosa,É½»ÆÂé,Ulmaceae,3,6,9,11,WD
Trewia nudiflora,»¬ÌÒÊ÷,Euphorbiaceae,12,3,6,12,WD
Trianthema portulacastrum,¼Ùº£Âí³İ,Aizoaceae,6,8,NA,NA,CB
Tribulus cistoides,´ó»¨İğŞ¼,Zygophyllaceae,5,6,NA,NA,CB
Tribulus terrestris,İğŞ¼,Zygophyllaceae,NA,NA,NA,NA,CB
Trichosanthes cucumeroides,Íõ¹Ï,Cucurbitaceae,5,8,8,11,CB
Trichosanthes cucumeroides var. hainanensis,º£ÄÏèéÂ¥,Cucurbitaceae,NA,NA,NA,NA,CB
Trichosanthes dunniana,²ÚµãèéÂ¥,Cucurbitaceae,7,9,10,11,CB
Trichosanthes kirilowii,èéÂ¥,Cucurbitaceae,5,8,8,10,CB
Trichosanthes laceribractea,³¤İàèéÂ¥,Cucurbitaceae,4,4,9,10,CB
Trichosanthes ovigera,È«ÔµèéÂ¥,Cucurbitaceae,5,9,9,12,CB
Trichosanthes pedata,ÖºÒ¶èéÂ¥,Cucurbitaceae,6,8,7,12,CB
Trichosanthes rosthornii,ÖĞ»ªèéÂ¥,Cucurbitaceae,6,8,8,10,CB
Trichosanthes rosthornii var. multicirrata,¶à¾íĞëèéÂ¥,Cucurbitaceae,NA,NA,NA,NA,CB
Trichuriella monsoniae,ÕëÒ¶ÜÈ,Amaranthaceae,4,8,8,11,CB
Tridynamia megalantha,´ó»¨Èı³áÌÙ,Convolvulaceae,5,7,NA,NA,WD
Trifidacanthus unifoliolatus,Èı²æ´Ì,Fabaceae,4,7,9,10,WD
Trigonostemon chinensis,Èı±¦Ä¾,Euphorbiaceae,1,7,NA,NA,WD
Trigonostemon flavidus,ÒìÒ¶Èı±¦Ä¾,Euphorbiaceae,5,7,8,12,WD
Trigonostemon fragilis,»Æ»¨Èı±¦Ä¾,Euphorbiaceae,4,5,6,8,WD
Trigonostemon howii,³¤ĞòÈı±¦Ä¾,Euphorbiaceae,6,7,NA,NA,WD
Tripterospermum nienkui,Ïã¸ÛË«ºûµû,Gentianaceae,9,1,9,1,CB
Triumfetta cana,Ã«´ÌİôÂé,Tiliaceae,9,11,2,3,CB
Triumfetta grandidens,´Ö³İ´ÌİôÂé,Tiliaceae,12,5,NA,NA,CB
Triumfetta grandidens var. glabra,Íº´ÌİôÂé,Tiliaceae,NA,NA,NA,NA,CB
Triumfetta procumbens,ÆÌµØ´ÌİôÂé,Tiliaceae,NA,NA,5,9,WD
Triumfetta rhomboidea,´ÌİôÂé,Tiliaceae,6,11,NA,NA,CB
Tropidia angulosa,À«Ò¶Öñ¾¥À¼,Orchidaceae,9,9,12,1,CB
Tropidia curculigoides,¶ÌËëÖñ¾¥À¼,Orchidaceae,7,8,10,10,CB
Tsoongia axillariflora,¼Ù×ÏÖé,Verbenaceae,5,6,11,12,WD
Tubocapsicum anomalum,ÁúÖé,Solanaceae,8,10,8,10,CB
Turpinia indochinensis,ÊèÂöÉ½ÏãÔ²,Staphyleaceae,3,4,8,11,WD
Turpinia montana,É½ÏãÔ²,Staphyleaceae,8,10,8,12,WD
Turpinia simplicifolia,ÁÁÒ¶É½ÏãÔ²,Staphyleaceae,3,6,8,9,WD
Turraea pubescens,¶Åé¬,Meliaceae,4,7,8,11,WD
Tylophora arenicola,»¢ĞëÍŞ¶ùÌÙ,Asclepiadaceae,5,6,10,12,WD
Tylophora brownii,¹âÒ¶ÍŞ¶ùÌÙ,Asclepiadaceae,7,8,9,10,WD
Tylophora cycleoides,ÂÖ»·ÍŞ¶ùÌÙ,Asclepiadaceae,7,9,NA,NA,WD
Tylophora flexuosa,Ğ¡Ò¶ÍŞ¶ùÌÙ,Asclepiadaceae,4,12,7,12,CB
Tylophora glabra,³¤¹£ÍŞ¶ùÌÙ,Asclepiadaceae,4,8,9,12,WD
Tylophora koi,Í¨ÌìÁ¬,Asclepiadaceae,6,9,7,10,WD
Tylophora leptantha,¹ã»¨ÍŞ¶ùÌÙ,Asclepiadaceae,4,9,12,12,WD
Tylophora ovata,ÍŞ¶ùÌÙ,Asclepiadaceae,4,8,8,12,CB
Tylophora picta,×ÏÒ¶ÍŞ¶ùÌÙ,Asclepiadaceae,5,9,10,12,WD
Tylophora rotundifolia,Ô²Ò¶ÍŞ¶ùÌÙ,Asclepiadaceae,5,5,6,6,WD
Tylophora secamonoides,Éßµ¨²İ,Asclepiadaceae,6,8,NA,NA,WD
Typha angustifolia,Ë®Öò,Typhaceae,6,9,6,9,CB
Typhonium blumei,ÀçÍ·¼â,Araceae,5,7,NA,NA,CB
Typhonium roxburghii,½ğ´È¹Ã,Araceae,NA,NA,NA,NA,CB
