scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,genus name,woodinese
Spiraea cantoniensis,ÂéÒ¶ĞåÏß¾Õ,4,5,7,8,Rosaceae,Spiraea,WD
Spiraea chinensis,ÖĞ»ªĞåÏß¾Õ,3,6,7,10,Rosaceae,Spiraea,WD
Spiraea hirsuta,ÊèÃ«ĞåÏß¾Õ,5,5,7,8,Rosaceae,Spiraea,WD
Spiraea japonica,ĞåÏß¾Õ,5,6,7,8,Rosaceae,Spiraea,WD
Spiraea japonica,½¥¼âĞåÏß¾Õ,5,6,7,8,Rosaceae,Spiraea,WD
Spiraea japonica var. fortunei,¹âÒ¶ĞåÏß¾Õ,NA,5,NA,NA,Rosaceae,Spiraea,WD
Spiraea prunifolia,ÀîÒ¶ĞåÏß¾Õ,3,4,NA,NA,Rosaceae,Spiraea,WD
Spiraea prunifolia var. simpliciflora,µ¥°êĞ¦ØÌ»¨,NA,5,NA,NA,Rosaceae,Spiraea,WD
Spiraea schneideriana,´¨µáĞåÏß¾Õ,5,5,9,9,Rosaceae,Spiraea,WD
Spiranthes sinensis,ç·²İ,4,9,4,9,Orchidaceae,Spiranthes,CB
Spirodela polyrrhiza,×ÏÆ¼,NA,NA,NA,NA,Lemnaceae,Spirodela,CB
Spodiopogon cotulifer,ÓÍÃ¢,9,11,9,11,Poaceae,Spodiopogon,CB
Spodiopogon sibiricus,´óÓÍÃ¢,7,10,7,10,Poaceae,Spodiopogon,CB
Spondias lakonensis,ÁëÄÏËáÔæ,4,5,8,9,Anacardiaceae,Spondias,WD
Sporobolus diandrus,Ë«ÈïÊóÎ²ËÚ,5,8,5,8,Poaceae,Sporobolus,CB
Sporobolus fertilis,ÊóÎ²ËÚ,5,9,5,9,Poaceae,Sporobolus,CB
Sporobolus virginicus,ÑÎµØÊóÎ²ËÚ,6,9,6,9,Poaceae,Sporobolus,CB
Stachys geobombycis,µØ²Ï,4,5,NA,NA,Lamiaceae,Stachys,CB
Stachys geobombycis var. alba,µØ²Ï°×»¨±äÖÖ,NA,NA,NA,NA,Lamiaceae,Stachys,CB
Stachys japonica,Ë®ËÕ,5,7,8,9,Lamiaceae,Stachys,CB
Stachys oblongifolia var. leptopoda,ÕëÍ²²ËÏ¸±ú±äÖÖ,NA,NA,NA,NA,Lamiaceae,Stachys,CB
Stachyurus chinensis,ÖĞ¹úìº½Ú»¨,3,4,6,7,Stachyuraceae,Stachyurus,WD
Stachyurus himalaicus,Î÷Óòìº½Ú»¨,3,4,5,8,Stachyuraceae,Stachyurus,WD
Stauntonia cavalerieana,Î÷ÄÏÒ°Ä¾¹Ï,NA,NA,NA,NA,Lardizabalaceae,Stauntonia,WD
Stauntonia chinensis,Ò°Ä¾¹Ï,3,4,7,10,Lardizabalaceae,Stauntonia,WD
Stauntonia conspicua,ÏÔÂöÒ°Ä¾¹Ï,5,5,10,10,Lardizabalaceae,Stauntonia,WD
Stauntonia leucantha,¶ÛÒ©Ò°Ä¾¹Ï,3,4,8,10,Lardizabalaceae,NA,NA
Stauntonia obovata,¶ÛÒ©Ò°Ä¾¹Ï,2,4,9,11,Lardizabalaceae,Stauntonia,WD
Stauntonia obovatifoliola,Ê¯ÔÂ,4,5,9,11,Lardizabalaceae,Stauntonia,WD
Stauntonia obovatifoliola subsp. urophylla,Î²Ò¶ÄÇÌÙ,4,4,6,7,Lardizabalaceae,Stauntonia,WD
Stauntonia trinervia,·ÛÒ¶Ò°Ä¾¹Ï,4,4,10,10,Lardizabalaceae,Stauntonia,WD
Staurogyne concinnula,²æÖù»¨,3,5,7,9,Acanthaceae,Staurogyne,CB
Stellaria chinensis,ÖĞ¹ú·±ÂÆ,5,6,7,8,Caryophyllaceae,Stellaria,CB
Stellaria media,·±ÂÆ,6,7,7,8,Caryophyllaceae,Stellaria,CB
Stellaria vestita,óä¹Ã²İ,4,6,6,8,Caryophyllaceae,Stellaria,CB
Stellaria wushanensis,Î×É½·±ÂÆ,4,6,6,7,Caryophyllaceae,Stellaria,CB
Stemona japonica,°Ù²¿,5,5,7,7,Stemonaceae,Stemona,CB
Stemona tuberosa,´ó°Ù²¿,5,6,7,8,Stemonaceae,Stemona,CB
Stephanandra chinensis,Ò°ÖéÀ¼,5,5,7,8,Rosaceae,Stephanandra,WD
Stephania cephalantha,½ğÏßµõÎÚ¹ê,4,5,6,7,Menispermaceae,Stephania,CB
Stephania excentrica,½­ÄÏµØ²»Èİ,5,7,6,8,Menispermaceae,Stephania,CB
Stephania japonica,Ç§½ğÌÙ,6,7,8,9,Menispermaceae,Stephania,WD
Stephania longa,·à»şóÆ,4,8,5,9,Menispermaceae,Stephania,CB
Stephania tetrandra,·Û·À¼º,5,6,6,8,Menispermaceae,Stephania,CB
Sterculia monosperma,Æ»ÆÅ,4,5,NA,NA,Sterculiaceae,Sterculia,WD
Stewartia micrantha,Ğ¡»¨×Ï¾¥,5,6,10,10,Theaceae,Stewartia,WD
Stewartia sinensis,×Ï¾¥,5,6,9,10,Theaceae,Stewartia,WD
Stigmatodactylus sikokianus,Ö¸ÖùÀ¼,8,9,NA,NA,Orchidaceae,Stigmatodactylus,CB
Stimpsonia chamaedryoides,¼ÙÆÅÆÅÄÉ,4,5,6,7,Primulaceae,Stimpsonia,CB
Stranvaesia davidiana,ºì¹ûÊ÷,5,6,9,10,Rosaceae,Stranvaesia,WD
Stranvaesia davidiana var. undulata,²¨Ò¶ºì¹ûÊ÷,NA,5,NA,NA,Rosaceae,Stranvaesia,WD
Striga masuria,´ó¶À½Å½ğ,5,9,5,9,Scrophulariaceae,Striga,CB
Strobilanthes aprica,É½Ò»Áı¼¦,8,1,9,2,Acanthaceae,Strobilanthes,CB
Strobilanthes atropurpurea,³á±úÂíÀ¶,6,10,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes cusia,°åÀ¶,11,12,2,2,Acanthaceae,Strobilanthes,CB
Strobilanthes dalzielii,°åÀ¶,10,1,NA,NA,Acanthaceae,NA,NA
Strobilanthes dimorphotricha,Çò»¨ÂíÀ¶,8,2,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes labordei,±¡Ò¶ÂíÀ¶,8,12,NA,NA,Acanthaceae,Strobilanthes,CB
Strobilanthes oligantha,ÉÙ»¨ÂíÀ¶,7,9,10,11,Acanthaceae,Strobilanthes,CB
Strobilanthes pentstemonoides,Ô²°ú½ğ×ã²İ,10,11,10,11,Acanthaceae,Strobilanthes,WD
Strobilanthes tetrasperma,ËÄ×ÓÂíÀ¶,7,12,NA,NA,Acanthaceae,Strobilanthes,CB
Strophanthus divaricatus,Ñò½ÇŞÖ,4,7,6,2,Apocynaceae,Strophanthus,WD
Strychnos angustiflora,Å£ÑÛÂíÇ®,4,6,7,12,Loganiaceae,Strychnos,WD
Stylidium tenellum,ÏÁÒ¶»¨Öù²İ,6,10,6,10,Stylidiaceae,Stylidium,CB
Styrax agrestis,à¹¹û°²Ï¢Ïã,9,12,3,5,Styracaceae,Styrax,WD
Styrax calvescens,»ÒÒ¶°²Ï¢Ïã,4,4,8,8,Styracaceae,Styrax,WD
Styrax confusus,ÈüÉ½Ã·,4,4,8,8,Styracaceae,Styrax,WD
Styrax dasyanthus,´¹Öé»¨,4,4,9,9,Styracaceae,Styrax,WD
Styrax faberi,°×»¨Áú,3,3,8,8,Styracaceae,Styrax,WD
Styrax formosanus,Ì¨Íå°²Ï¢Ïã,4,4,7,7,Styracaceae,Styrax,WD
Styrax hemsleyanus,ÀÏğ»Áå,5,6,7,9,Styracaceae,Styrax,WD
Styrax japonicus,Ò°ÜÔÀò,4,4,8,8,Styracaceae,Styrax,WD
Styrax odoratissimus,·Ò·¼°²Ï¢Ïã,4,4,9,9,Styracaceae,Styrax,WD
Styrax serrulatus,³İÒ¶°²Ï¢Ïã,3,5,7,9,Styracaceae,Styrax,WD
Styrax suberifolius,Ë¨Ò¶°²Ï¢Ïã,4,4,9,9,Styracaceae,Styrax,WD
Styrax tonkinensis,Ô½ÄÏ°²Ï¢Ïã,4,4,9,9,Styracaceae,Styrax,WD
Suaeda australis,ÄÏ·½¼îÅî,7,11,7,11,Chenopodiaceae,Suaeda,WD
Swertia angustifolia,ÏÁÒ¶â¯ÑÀ²Ë,9,11,11,12,Gentianaceae,Swertia,CB
Swertia angustifolia var. pulchella,ÃÀÀöâ¯ÑÀ²Ë,NA,NA,NA,NA,Gentianaceae,Swertia,CB
Swertia bimaculata,â¯ÑÀ²Ë,8,10,10,11,Gentianaceae,Swertia,CB
Swertia diluta,±±·½â¯ÑÀ²Ë,9,11,10,12,Gentianaceae,Swertia,CB
Swertia shintenensis,ĞÂµêâ¯ÑÀ²Ë,10,12,10,12,Gentianaceae,Swertia,CB
Sycopsis sinensis,Ë®Ë¿Àæ,3,4,5,6,Hamamelidaceae,Sycopsis,WD
Symplocos adenophylla,ÏÙÒ¶É½·¯,7,9,7,9,Symplocaceae,Symplocos,WD
Symplocos adenopus,ÏÙ±úÉ½Ñâ,11,12,7,8,Symplocaceae,Symplocos,WD
Symplocos anomala,±¡Ò¶É½·¯,4,12,4,12,Symplocaceae,Symplocos,WD
Symplocos cochinchinensis,Ô½ÄÏÉ½·¯,8,9,11,12,Symplocaceae,Symplocos,WD
Symplocos cochinchinensis var. laurina,»ÆÅ£ÄÌÊ÷,8,12,3,6,Symplocaceae,Symplocos,WD
Symplocos congesta,ÃÜ»¨É½·¯,8,11,1,2,Symplocaceae,Symplocos,WD
Symplocos fukienensis,¸£½¨É½·¯,6,7,8,9,Symplocaceae,Symplocos,WD
Symplocos glauca,ÑòÉàÊ÷,4,7,8,10,Symplocaceae,Symplocos,WD
Symplocos glomerata,ÍÅ»¨É½·¯,7,7,8,8,Symplocaceae,Symplocos,WD
Symplocos heishanensis,º£Í©É½·¯,2,5,6,10,Symplocaceae,Symplocos,WD
Symplocos lancifolia,¹âÒ¶É½·¯,3,11,6,12,Symplocaceae,Symplocos,WD
Symplocos lucida,¹âÁÁÉ½·¯,3,12,5,12,Symplocaceae,Symplocos,WD
Symplocos paniculata,°×Ì´,5,6,9,11,Symplocaceae,Symplocos,WD
Symplocos pendula var. hirtistylis,ÄÏÁëÉ½·¯,6,8,9,11,Symplocaceae,Symplocos,WD
Symplocos pseudobarberina,ÌúÉ½·¯,3,4,5,5,Symplocaceae,Symplocos,WD
Symplocos stellaris,ÀÏÊóÊ¸,4,5,6,9,Symplocaceae,Symplocos,WD
Symplocos sumuntia,É½·¯,2,3,6,7,Symplocaceae,Symplocos,WD
Symplocos ulotricha,¾íÃ«É½·¯,4,11,4,11,Symplocaceae,Symplocos,WD
Symplocos wikstroemiifolia,Î¢Ã«É½·¯,5,7,9,11,Symplocaceae,Symplocos,WD
Syneilesis aconitifolia,ÍÃ¶ùÉ¡,6,10,6,10,Asteraceae,Syneilesis,CB
Syzygium album,°×¹ûÆÑÌÒ,NA,NA,4,4,Myrtaceae,Syzygium,WD
Syzygium austrosinense,»ªÄÏÆÑÌÒ,6,8,NA,NA,Myrtaceae,Syzygium,WD
Syzygium buxifolium,³àéª,6,8,10,12,Myrtaceae,Syzygium,WD
Syzygium cumini,ÎÚÄ«,2,3,6,9,Myrtaceae,Syzygium,WD
Syzygium euonymifolium,ÎÀÃ¬Ò¶ÆÑÌÒ,5,8,12,1,Myrtaceae,Syzygium,WD
Syzygium grijsii,ÂÖÒ¶ÆÑÌÒ,5,6,11,12,Myrtaceae,Syzygium,WD
Syzygium hancei,ºìÁÛÆÑÌÒ,7,9,11,1,Myrtaceae,Syzygium,WD
Syzygium rehderianum,ºìÖ¦ÆÑÌÒ,6,8,11,1,Myrtaceae,Syzygium,WD
Tabernaemontana divaricata,¹·ÑÀ»¨,5,11,9,11,Apocynaceae,Tabernaemontana,WD
Tadehagi pseudotriquetrum,Âû¾¥ºùÂ«²è,8,8,10,11,Fabaceae,Tadehagi,WD
Tadehagi triquetrum,ºùÂ«²è,8,12,8,12,Fabaceae,Tadehagi,WD
Taeniophyllum glandulosum,´øÒ¶À¼,8,8,8,8,Orchidaceae,Taeniophyllum,CB
Tainia dunnii,´ø´½À¼,5,6,5,6,Orchidaceae,Tainia,CB
Tainia hongkongensis,Ïã¸Û´ø´½À¼,4,5,NA,NA,Orchidaceae,Tainia,CB
Tapiscia sinensis,ñ¨½·Ê÷,3,8,9,11,Staphyleaceae,Tapiscia,WD
Tarenna acutisepala,¼âİàÎÚ¿ÚÊ÷,5,10,7,11,Rubiaceae,Tarenna,WD
Tarenna mollissima,°×»¨ÈôµÆÁı,6,8,8,11,Rubiaceae,Tarenna,WD
Taxillus caloreas,ËÉ°Ø¶Û¹û¼ÄÉú,7,5,7,5,Loranthaceae,Taxillus,WD
Taxillus chinensis,¹ã¼ÄÉú,4,10,4,1,Loranthaceae,Taxillus,WD
Taxillus kaempferi,Ğ¡Ò¶¶Û¹û¼ÄÉú,7,5,7,5,Loranthaceae,Taxillus,WD
Taxillus levinei,ĞâÃ«¶Û¹û¼ÄÉú,9,11,10,4,Loranthaceae,Taxillus,WD
Taxillus limprichtii,Ä¾À¼¼ÄÉú,10,6,10,6,Loranthaceae,Taxillus,WD
Taxillus limprichtii var. longiflorus,ÁÁÒ¶Ä¾À¼¼ÄÉú,5,8,8,12,Loranthaceae,Taxillus,WD
Taxillus liquidambaricola,·ãÏã¶Û¹û¼ÄÉú,7,10,10,12,Loranthaceae,Taxillus,WD
Taxillus liquidambaricolus var. neriifolius,ÏÁÒ¶¶Û¹û¼ÄÉú,NA,NA,NA,NA,Loranthaceae,Taxillus,WD
Taxillus nigrans,Ã«Ò¶¶Û¹û¼ÄÉú,8,11,4,5,Loranthaceae,Taxillus,WD
Taxillus sutchuenensis var. duclouxii,»ÒÃ«É£¼ÄÉú,4,7,5,10,Loranthaceae,Taxillus,WD
Tephroseris kirilowii,¹·Éà²İ,2,8,2,8,Asteraceae,Tephroseris,CB
Tephroseris pierotii,½­Õã¹·Éà²İ,NA,NA,NA,NA,Asteraceae,Tephroseris,CB
Tephrosia candida,°×»ÒÃ«¶¹,9,3,9,3,Fabaceae,Tephrosia,CB
Tephrosia purpurea,»ÒÃ«¶¹,7,12,7,12,Fabaceae,Tephrosia,CB
Terminalia catappa,é­ÈÊÊ÷,6,8,12,2,Combretaceae,Terminalia,WD
Ternstroemia gymnanthera,ºñÆ¤Ïã,5,7,8,10,Theaceae,Ternstroemia,WD
Ternstroemia kwangtungensis,ºñÒ¶ºñÆ¤Ïã,5,6,9,10,Theaceae,Ternstroemia,WD
Ternstroemia luteoflora,¼âİàºñÆ¤Ïã,5,6,8,10,Theaceae,Ternstroemia,WD
Ternstroemia microphylla,Ğ¡Ò¶ºñÆ¤Ïã,5,6,8,10,Theaceae,Ternstroemia,WD
Ternstroemia nitida,ÁÁÒ¶ºñÆ¤Ïã,6,7,8,9,Theaceae,Ternstroemia,WD
Tetracera sarmentosa,ÎıÒ¶ÌÙ,4,5,NA,NA,Araceae,Tetracera,WD
Tetracera scandens,Ã«¹ûÎıÒ¶ÌÙ,NA,NA,NA,NA,Dilleniaceae,NA,NA
Tetradium glabrifolium,é¬Ò¶ÎâİÇ,6,9,9,12,Rutaceae,Tetradium,WD
Tetradium ruticarpum,ÃÜ¹ûÎâİÇ,4,6,8,11,Rutaceae,Tetradium,WD
Tetrapanax papyrifer,Í¨ÍÑÄ¾,10,12,1,2,Araliaceae,Tetrapanax,WD
Tetrastigma hemsleyanum,ÈıÒ¶ÑÂÅÀÌÙ,4,6,8,11,Vitaceae,Tetrastigma,CB
Tetrastigma obtectum,ÑÂÅÀÌÙ,4,6,6,9,Vitaceae,Tetrastigma,CB
Tetrastigma obtectum var. glabrum,ÎŞÃ«ÑÂÅÀÌÙ,3,5,7,11,Vitaceae,Tetrastigma,CB
Tetrastigma planicaule,±âµ£ÌÙ,4,5,6,11,Vitaceae,Tetrastigma,WD
Teucrium japonicum,Ëë»¨Ïã¿Æ¿Æ,7,9,NA,NA,Lamiaceae,Teucrium,CB
Teucrium pernyi,Â®É½Ïã¿Æ¿Æ,8,10,8,10,Lamiaceae,Teucrium,CB
Teucrium quadrifarium,ÌúÖá²İ,7,9,7,9,Lamiaceae,Teucrium,WD
Teucrium viscidum,Ñª¼û³î,6,10,6,10,Lamiaceae,Teucrium,CB
Thalictrum acutifolium,¼âÒ¶ÌÆËÉ²İ,5,7,NA,NA,Ranunculaceae,Thalictrum,CB
Thalictrum faberi,´óÒ¶ÌÆËÉ²İ,7,8,NA,NA,Ranunculaceae,Thalictrum,CB
Thalictrum fortunei,»ª¶«ÌÆËÉ²İ,4,5,4,5,Ranunculaceae,Thalictrum,CB
Thalictrum umbricola,ÒõµØÌÆËÉ²İ,3,4,NA,NA,Ranunculaceae,Thalictrum,CB
Thalictrum wuyishanicum,ÎäÒÄÌÆËÉ²İ,4,5,4,5,Ranunculaceae,Thalictrum,CB
Themeda caudata,°ú×Ó²İ,10,2,10,2,Poaceae,Themeda,CB
Themeda villosa,İÑ,8,1,8,1,Poaceae,Themeda,CB
Thesium chinense,°ÙÈï²İ,4,5,6,7,Santalaceae,Thesium,CB
Thevetia peruviana,»Æ»¨¼ĞÖñÌÒ,1,12,NA,NA,Apocynaceae,Thevetia,WD
Thladiantha longifolia,³¤Ò¶³à­”,4,7,8,10,Cucurbitaceae,NA,NA
Thladiantha nudiflora,ÄÏ³à,3,5,7,8,Cucurbitaceae,Thladiantha,CB
Thladiantha punctata,Ì¨Íå³à,3,5,6,8,Cucurbitaceae,Thladiantha,CB
Thrixspermum japonicum,Ğ¡Ò¶°×µãÀ¼,4,8,4,8,Orchidaceae,Thrixspermum,CB
Thrixspermum saruwatarii,³¤Öá°×µãÀ¼,3,4,NA,NA,Orchidaceae,Thrixspermum,CB
Thyrocarpus sampsonii,¶Ü¹û²İ,5,7,5,7,Boraginaceae,Thyrocarpus,CB
Thysanolaena latifolia,ôÕÒ¶Â«,6,11,6,11,Poaceae,Thysanolaena,CB
Thysanotus chinensis,ÒìÈï²İ,6,7,6,7,Liliaceae,Thysanotus,CB
Tiarella polyphylla,»ÆË®Ö¦,4,11,4,11,Saxifragaceae,Tiarella,CB
Tilia miqueliana,ÄÏ¾©é²,7,7,NA,NA,Tiliaceae,Tilia,WD
Tilia tuan,é²Ê÷,7,7,7,11,Tiliaceae,Tilia,WD
Tinospora sagittata,ÇàÅ£µ¨,4,4,9,11,Menispermaceae,Tinospora,CB
Titanotrichum oldhamii,Ì¨ÃöÜÄÌ¦,8,8,7,11,Gesneriaceae,Titanotrichum,CB
Toddalia asiatica,·ÉÁúÕÆÑª,1,12,1,12,Rutaceae,Toddalia,WD
Tolypanthus maclurei,´ó°ú¼ÄÉú,5,7,9,11,Loranthaceae,Tolypanthus,WD
Tongoloa stewardii,êôÁë¶«¶íÇÛ,6,11,6,11,Apiaceae,Tongoloa,CB
Toona ciliata,ºì´»,4,6,10,12,Meliaceae,Toona,WD
Toona rubriflora,ºì»¨Ïã´»,6,6,11,11,Meliaceae,Toona,WD
Toona sinensis,Ïã´»,5,10,8,1,Meliaceae,Toona,WD
Toona sureni,×Ï´»,4,4,4,5,Meliaceae,Toona,WD
Torenia asiatica,¹âÒ¶ºûµû²İ,5,11,5,11,Scrophulariaceae,Torenia,CB
Torenia benthamiana,Ã«Ò¶ºûµû²İ,4,11,4,11,Scrophulariaceae,Torenia,CB
Torenia concolor,µ¥É«ºûµû²İ,5,11,5,11,Scrophulariaceae,Torenia,CB
Torenia fordii,×Ï°ßºûµû²İ,7,10,7,10,Scrophulariaceae,Torenia,CB
Torenia violacea,×Ïİàºûµû²İ,8,11,8,11,Scrophulariaceae,Torenia,CB
Torilis japonica,Ğ¡ÇÔÒÂ,4,7,5,7,Apiaceae,Torilis,CB
Torilis scabra,ÇÔÒÂ,5,7,5,7,Apiaceae,Torilis,CB
Toxicodendron radicans subsp. hispidum,´Ì¹û¶¾ÆáÌÙ,5,5,6,8,Anacardiaceae,Toxicodendron,WD
Toxicodendron succedaneum,Ò°Æá,5,6,8,9,Anacardiaceae,Toxicodendron,WD
Toxicodendron sylvestre,Ä¾À¯Ê÷,5,6,9,10,Anacardiaceae,Toxicodendron,WD
Toxicodendron trichocarpum,Ã«ÆáÊ÷,5,6,7,9,Anacardiaceae,Toxicodendron,WD
Toxicodendron vernicifluum,Æá,5,6,7,10,Anacardiaceae,Toxicodendron,WD
Toxocarpus villosus,Ã«¹­¹ûÌÙ,4,4,6,6,Asclepiadaceae,Toxocarpus,WD
Toxocarpus villosus var. brevistylis,¶ÌÖù¹­¹ûÌÙ,NA,NA,NA,NA,Asclepiadaceae,Toxocarpus,WD
Trachelospermum asiaticum,ÑÇÖŞÂçÊ¯,4,7,8,11,Apocynaceae,Trachelospermum,WD
Trachelospermum axillare,×Ï»¨ÂçÊ¯,5,7,8,10,Apocynaceae,Trachelospermum,WD
Trachelospermum brevistylum,¶ÌÖùÂçÊ¯,4,8,8,11,Apocynaceae,Trachelospermum,WD
Trachelospermum jasminoides,ÂçÊ¯,4,8,8,12,Apocynaceae,Trachelospermum,WD
Trachycarpus fortunei,×Øéµ,4,4,9,10,Arecaceae,Trachycarpus,WD
Trapa incisa,Ï¸¹ûÒ°Áâ,7,8,9,10,Trapaceae,Trapa,CB
Trapa natans,Å·Áâ,5,10,7,11,Trapaceae,Trapa,CB
Trapella sinensis,²èÂó,6,6,NA,NA,Pedaliaceae,Trapella,CB
Trema cannabina,¹âÒ¶É½»ÆÂé,3,6,9,10,Ulmaceae,Trema,WD
Trema cannabina var. dielsiana,É½ÂéÓÍ,NA,NA,NA,NA,Ulmaceae,Trema,WD
Trema orientalis,ÒìÉ«É½»ÆÂé,3,5,6,11,Ulmaceae,Trema,WD
Trema tomentosa,É½»ÆÂé,3,6,9,11,Ulmaceae,Trema,WD
Triadenum breviflorum,ÈıÏÙ½ğË¿ÌÒ,5,10,5,10,Clusiaceae,Triadenum,CB
Tribulus terrestris,İğŞ¼,5,10,5,11,Zygophyllaceae,Tribulus,CB
Trichophorum mattfeldianum,ÈıÀâÕëİş,4,5,4,5,Cyperaceae,Trichophorum,CB
Trichophorum subcapitatum,ÓñÉ½Õëİş,3,6,3,6,Cyperaceae,Trichophorum,CB
Trichosanthes cucumeroides,Íõ¹Ï,5,8,7,11,Cucurbitaceae,Trichosanthes,CB
Trichosanthes kirilowii,èéÂ¥,5,8,8,10,Cucurbitaceae,Trichosanthes,CB
Trichosanthes rosthornii,ÖĞ»ªèéÂ¥,6,8,8,10,Cucurbitaceae,Trichosanthes,CB
Tricyrtis latifolia,¿íÒ¶ÓÍµã²İ,6,9,6,9,Liliaceae,Tricyrtis,CB
Tricyrtis macropoda,ÓÍµã²İ,6,9,6,9,Liliaceae,Tricyrtis,CB
Trigonotis peduncularis,¸½µØ²Ë,NA,NA,NA,NA,Boraginaceae,Trigonotis,CB
Trillium tschonoskii,ÑÓÁä²İ,5,6,7,8,Liliaceae,Trillium,CB
Triodanis biflora,ÒìéÜ»¨,NA,NA,NA,NA,Campanulaceae,Triodanis,CB
Tripogon filiformis,Ğ¡²İÉ³²Ï,8,10,8,10,Poaceae,Tripogon,CB
Tripterospermum australe,ÄÏ·½Ë«ºûµû,NA,NA,NA,NA,Gentianaceae,Tripterospermum,CB
Tripterospermum chinense,Ë«ºûµû,8,10,10,12,Gentianaceae,Tripterospermum,CB
Tripterospermum discoideum,ºş±±Ë«ºûµû,8,10,8,10,Gentianaceae,Tripterospermum,CB
Tripterospermum filicaule,Ï¸¾¥Ë«ºûµû,9,1,9,1,Gentianaceae,Tripterospermum,CB
Tripterospermum nienkui,Ïã¸ÛË«ºûµû,9,10,10,11,Gentianaceae,Tripterospermum,CB
Tripterygium wilfordii,À×¹«ÌÙ,5,10,8,11,Celastraceae,Tripterygium,WD
Trisetum bifidum,ÈıÃ«²İ,4,6,4,6,Poaceae,Trisetum,CB
Triumfetta annua,µ¥Ã«´ÌİôÂé,9,11,NA,NA,Tiliaceae,Triumfetta,CB
Triumfetta cana,Ã«´ÌİôÂé,6,11,NA,NA,Tiliaceae,Triumfetta,CB
Triumfetta pilosa,³¤¹´´ÌİôÂé,6,11,NA,NA,Tiliaceae,Triumfetta,CB
Triumfetta rhomboidea,´ÌİôÂé,6,11,NA,NA,Tiliaceae,Triumfetta,CB
Tubocapsicum anomalum,ÁúÖé,7,10,7,10,Solanaceae,Tubocapsicum,CB
Tulotis ussuriensis,Ğ¡»¨òßòÑÀ¼,8,10,8,10,Orchidaceae,Tulotis,CB
Turczaninovia fastigiata,Å®İÒ,NA,NA,NA,NA,Asteraceae,Turczaninovia,CB
Turpinia arguta,Èñ¼âÉ½ÏãÔ²,3,8,6,11,Staphyleaceae,Turpinia,WD
Turpinia arguta var. pubescens,ÈŞÃ«Èñ¼âÉ½ÏãÔ²,3,8,6,11,Staphyleaceae,Turpinia,WD
Tylophora brownii,¹âÒ¶ÍŞ¶ùÌÙ,7,8,9,10,Asclepiadaceae,Tylophora,WD
Tylophora floribunda,¶à»¨ÍŞ¶ùÌÙ,5,9,8,12,Asclepiadaceae,Tylophora,CB
Tylophora henryi,×Ï»¨ÍŞ¶ùÌÙ,6,8,8,11,Asclepiadaceae,Tylophora,CB
Tylophora kerrii,ÈË²ÎÍŞ¶ùÌÙ,5,8,8,12,Asclepiadaceae,Tylophora,WD
Tylophora koi,Í¨ÌìÁ¬,6,9,7,12,Asclepiadaceae,Tylophora,WD
Tylophora ovata,ÍŞ¶ùÌÙ,4,8,8,12,Asclepiadaceae,Tylophora,CB
Tylophora silvestris,¹óÖİÍŞ¶ùÌÙ,3,5,5,6,Asclepiadaceae,Tylophora,WD
Typha angustifolia,Ë®Öò,6,9,NA,NA,Typhaceae,Typha,CB
Typhonium roxburghii,½ğ´È¹Ã,5,8,5,8,Araceae,Typhonium,CB
Ulmus castaneifolia,¶àÂöÓÜ,NA,NA,NA,NA,Ulmaceae,Ulmus,WD
Ulmus changii,º¼ÖİÓÜ,3,4,3,4,Ulmaceae,Ulmus,WD
Ulmus elongata,³¤ĞòÓÜ,NA,NA,NA,NA,Ulmaceae,Ulmus,WD
Ulmus parvifolia,ÀÆÓÜ,NA,NA,NA,NA,Ulmaceae,Ulmus,WD
Ulmus pumila,ÓÜÊ÷,NA,NA,NA,NA,Ulmaceae,Ulmus,WD
Uncaria hirsuta,Ã«¹³ÌÙ,5,7,8,10,Rubiaceae,Uncaria,WD
Uncaria rhynchophylla,¹³ÌÙ,6,8,9,10,Rubiaceae,Uncaria,WD
Uraria crinita,Ã¨Î²²İ,6,11,6,11,Fabaceae,Uraria,WD
Uraria fujianensis,¸£½¨ÀêÎ²¶¹,NA,NA,NA,NA,Fabaceae,Uraria,CB
Uraria lacei,µáÄÏÀêÎ²¶¹,10,10,6,10,Fabaceae,Uraria,WD
Uraria lagopodioides,ÀêÎ²¶¹,8,11,8,11,Fabaceae,Uraria,CB
Uraria longibracteata,³¤°úÀêÎ²¶¹,8,12,8,12,Fabaceae,Uraria,WD
Urceola micrantha,¶ÅÖÙÌÙ,3,6,6,12,Apocynaceae,Urceola,WD
Urceola rosea,ËáÒ¶½ºÌÙ,4,12,6,12,Apocynaceae,Urceola,WD
Urena lobata,µØÌÒ»¨,7,12,7,12,Malvaceae,Urena,CB
Urena lobata var. chinensis,ÖĞ»ªµØÌÒ»¨,NA,NA,NA,NA,Malvaceae,Urena,CB
Urena lobata var. glauca,´ÖÒ¶µØÌÒ»¨,NA,NA,NA,NA,Malvaceae,Urena,CB
Urena procumbens,èóÌì»¨,7,12,7,12,Malvaceae,Urena,WD
Urena procumbens var. microphylla,Ğ¡Ò¶èóÌì»¨,NA,NA,NA,NA,Malvaceae,Urena,WD
Urochloa reptans,Î²ïû²İ,6,11,6,11,Poaceae,Urochloa,CB
