scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Spiraea cantoniensis var. pilosa,毛萼麻叶绣球,NA,NA,NA,NA,WD
Spiraea chinensis,中华绣线菊,5,6,6,7,WD
Spiraea fritschiana,华北绣线菊,5,6,8,9,WD
Spiraea fritschiana var. angulata,大叶华北绣线菊,NA,NA,NA,NA,WD
Spiraea henryi,翠蓝绣线菊,6,7,8,9,WD
Spiraea hirsuta,疏毛绣线菊,4,4,5,6,WD
Spiraea hirsuta var. rotundifolia,圆叶疏毛绣线菊,NA,NA,NA,NA,WD
Spiraea japonica,绣线菊,6,7,8,9,WD
Spiraea japonica var. acuminata,渐尖绣线菊,NA,NA,NA,NA,WD
Spiraea japonica var. fortunei,光叶绣线菊,NA,NA,NA,NA,WD
Spiraea japonica var. glabra,无毛绣线菊,NA,NA,NA,NA,WD
Spiraea japonica var. ovalifolia,椭圆绣线菊,NA,NA,NA,NA,WD
Spiraea miyabei var. glabrata,无毛长蕊绣线菊,NA,NA,NA,NA,WD
Spiraea prunifolia,李叶绣线菊,4,5,NA,NA,WD
Spiraea prunifolia var. simpliciflora,单瓣笑靥花,NA,NA,NA,NA,WD
Spiraea pubescens,土庄绣线菊,5,6,7,8,WD
Spiraea thunbergii,珍珠绣线菊,4,5,7,8,WD
Spiraea vanhouttei,菱叶绣线菊,NA,NA,NA,NA,WD
Spiraea veitchii,鄂西绣线菊,5,6,7,8,WD
Spiranthes sinensis,绶草,7,8,NA,NA,CB
Spirodela polyrrhiza,紫萍,NA,NA,NA,NA,CB
Spodiopogon cotulifer,油芒,9,11,9,11,CB
Spodiopogon sibiricus,大油芒,7,10,7,10,CB
Spondias lakonensis,岭南酸枣,NA,NA,NA,NA,WD
Sporobolus fertilis,鼠尾粟,3,12,3,12,CB
Stachys adulterina,少毛甘露子,NA,NA,NA,NA,CB
Stachys arrecta,蜗儿菜,7,8,9,10,CB
Stachys geobombycis,地蚕,4,5,NA,NA,CB
Stachys geobombycis var. alba,地蚕白花变种,NA,NA,NA,NA,CB
Stachys kouyangensis,西南水苏,NA,NA,NA,NA,CB
Stachys oblongifolia,针筒菜,NA,NA,NA,NA,CB
Stachys pseudophlomis,狭齿水苏,7,8,NA,NA,CB
Stachyurus chinensis,中国旌节花,3,4,5,7,WD
Stachyurus himalaicus,西域旌节花,3,4,5,8,WD
Stachyurus obovatus,倒卵叶旌节花,4,5,8,8,WD
Stachyurus yunnanensis,云南旌节花,3,4,6,9,WD
Staphylea bumalda,省沽油,4,5,8,9,WD
Staphylea forrestii,嵩明省沽油,5,5,8,8,WD
Staphylea holocarpa,膀胱果,4,5,9,9,WD
Stauntonia cavalerieana,西南野木瓜,NA,NA,NA,NA,WD
Stauntonia chinensis,野木瓜,3,11,6,10,WD
Stauntonia conspicua,显脉野木瓜,5,5,10,10,WD
Stauntonia duclouxii,羊瓜藤,6,8,8,10,WD
Stauntonia maculata,斑叶野木瓜,3,4,8,10,WD
Stauntonia obovata,钝药野木瓜,2,4,9,11,WD
Stauntonia obovatifoliola,石月,4,5,9,11,WD
Stauntonia obovatifoliola subsp. urophylla,尾叶那藤,4,4,6,7,WD
Staurogyne chapaensis,弯花叉柱花,3,5,7,8,CB
Stellaria alsine,雀舌草,4,6,6,8,CB
Stellaria chinensis,中国繁缕,5,6,7,8,CB
Stellaria media,繁缕,4,6,5,7,CB
Stellaria monosperma var. japonica,皱叶繁缕,NA,NA,NA,NA,CB
Stellaria neglecta,鸡肠繁缕,4,6,6,8,CB
Stellaria omeiensis,峨眉繁缕,4,6,6,8,CB
Stellaria salicifolia,柳叶繁缕,5,6,7,8,CB
Stellaria vestita,箐姑草,4,6,6,8,CB
Stellaria wushanensis,巫山繁缕,4,6,6,7,CB
Stemona tuberosa,大百部,4,7,7,8,CB
Stephanandra chinensis,野珠兰,5,6,7,8,WD
Stephania cephalantha,金线吊乌龟,5,6,8,9,CB
Stephania delavayi,一文钱,NA,NA,NA,NA,CB
Stephania dielsiana,血散薯,6,6,NA,NA,CB
Stephania epigaea,地不容,5,6,8,9,CB
Stephania excentrica,江南地不容,4,6,7,8,CB
Stephania forsteri,光千金藤,NA,NA,NA,NA,WD
Stephania herbacea,草质千金藤,NA,NA,NA,NA,CB
Stephania hernandifolia,桐叶千金藤,NA,NA,NA,NA,CB
Stephania japonica,千金藤,3,8,9,2,WD
Stephania sinica,汝兰,6,6,7,8,WD
Stephania tetrandra,粉防己,5,6,7,9,CB
Stephania viridiflavens,黄叶地不容,NA,NA,NA,NA,CB
Stewartia cordifolia,心叶紫茎,6,7,9,10,WD
Stewartia crassifolia,厚叶紫茎,5,6,11,11,WD
Stewartia pteropetiolata,翅柄紫茎,4,5,9,11,WD
Stewartia rostrata,长喙紫茎,5,6,9,9,WD
Stewartia rubiginosa,红皮紫茎,5,6,8,9,WD
Stewartia sinensis,紫茎,6,9,9,10,WD
Stimpsonia chamaedryoides,假婆婆纳,4,5,6,7,CB
Stranvaesia amphidoxa,毛萼红果,4,5,7,8,WD
Stranvaesia amphidoxa var. amphileia,湖南红果树,NA,NA,NA,NA,WD
Stranvaesia davidiana,红果树,5,6,9,10,WD
Stranvaesia davidiana var. undulata,波叶红果树,NA,NA,NA,NA,WD
Streptolirion volubile,竹叶子,7,8,9,10,CB
Striga masuria,大独脚金,6,11,6,11,CB
Strobilanthes atropurpurea,翅柄马蓝,6,10,NA,NA,CB
Strobilanthes auriculata,耳叶马蓝,9,1,1,2,CB
Strobilanthes austrosinensis,南岭马蓝,7,9,10,11,CB
Strobilanthes biocullata,湖南马蓝,7,10,11,11,WD
Strobilanthes cognatus,奇瓣马蓝,NA,NA,NA,NA,WD
Strobilanthes cusia,板蓝,7,2,12,2,CB
Strobilanthes dimorphotricha,球花马蓝,8,2,NA,NA,CB
Strobilanthes japonica,日本马蓝,8,9,10,11,CB
Strobilanthes labordei,薄叶马蓝,8,12,NA,NA,CB
Strobilanthes oligantha,少花马蓝,7,9,10,11,CB
Strobilanthes pentstemonoides,圆苞金足草,NA,NA,NA,NA,WD
Strobilanthes tetrasperma,四子马蓝,7,12,NA,NA,CB
Styrax agrestis,喙果安息香,9,12,3,5,WD
Styrax calvescens,灰叶安息香,5,6,7,8,WD
Styrax chinensis,中华安息香,4,5,9,11,WD
Styrax confusus,赛山梅,4,10,NA,NA,WD
Styrax dasyanthus,垂珠花,3,5,9,12,WD
Styrax faberi,白花龙,4,6,8,10,WD
Styrax faberi var. amplexifolius,抱茎白花龙,NA,NA,7,8,WD
Styrax formosanus,台湾安息香,3,4,5,6,WD
Styrax formosanus var. hirtus,长柔毛安息香,NA,NA,7,8,WD
Styrax grandiflorus,大花安息香,4,6,8,10,WD
Styrax hemsleyanus,老鸹铃,5,6,7,9,WD
Styrax huanus,墨泡,5,6,9,10,WD
Styrax japonicus,野茉莉,4,7,9,12,WD
Styrax japonicus var. calycothrix,毛萼野茉莉,4,5,9,12,WD
Styrax macrocarpus,大果安息香,5,6,9,10,WD
Styrax obassis,玉铃花,4,7,8,11,WD
Styrax odoratissimus,芬芳安息香,3,4,6,9,WD
Styrax suberifolius,栓叶安息香,3,5,8,11,WD
Styrax supaii,裂叶安息香,4,5,6,9,WD
Styrax tonkinensis,越南安息香,4,6,8,10,WD
Styrax wuyuanensis,婺源安息香,4,4,8,8,WD
Swertia angustifolia,狭叶獐牙菜,8,9,8,9,CB
Swertia angustifolia var. pulchella,美丽獐牙菜,8,11,8,11,CB
Swertia bimaculata,獐牙菜,6,11,6,11,CB
Swertia hickinii,浙江獐牙菜,10,11,NA,NA,CB
Swertia kouitchensis,贵州獐牙菜,8,10,8,10,CB
Swertia macrosperma,大籽獐牙菜,7,11,7,11,CB
Swertia nervosa,叶脉獐牙菜,9,12,9,12,CB
Swertia punicea,紫红獐牙菜,8,11,8,11,CB
Sycopsis sinensis,水丝梨,4,6,7,9,WD
Sycopsis triplinervia,三脉水丝梨,4,6,6,9,WD
Symplocos adenophylla,腺叶山矾,7,8,7,8,WD
Symplocos adenopus,腺柄山砚,11,12,7,8,WD
Symplocos anomala,薄叶山矾,4,12,4,12,WD
Symplocos austrosinensis,南国山矾,6,10,6,10,WD
Symplocos cochinchinensis,越南山矾,8,9,10,11,WD
Symplocos cochinchinensis var. angustifolia,狭叶山砚,5,5,7,11,WD
Symplocos cochinchinensis var. laurina,黄牛奶树,8,12,3,6,WD
Symplocos congesta,密花山矾,8,11,1,2,WD
Symplocos crassilimba,厚叶山矾,10,12,6,7,WD
Symplocos dryophila,坚木山矾,3,5,7,7,WD
Symplocos glandulifera,腺缘山矾,2,10,2,10,WD
Symplocos glauca,羊舌树,4,8,8,10,WD
Symplocos glomerata,团花山矾,7,7,8,8,WD
Symplocos groffii,毛山矾,4,4,6,7,WD
Symplocos heishanensis,海桐山矾,2,5,6,9,WD
Symplocos lancifolia,光叶山矾,6,12,6,12,WD
Symplocos lucida,光亮山矾,3,12,5,12,WD
Symplocos paniculata,白檀,4,5,8,9,WD
Symplocos pendula var. hirtistylis,南岭山矾,6,8,9,11,WD
Symplocos pseudobarberina,铁山矾,10,11,5,5,WD
Symplocos ramosissima,多花山矾,4,5,5,6,WD
Symplocos stellaris,老鼠矢,4,5,6,6,WD
Symplocos stellaris var. aenea,铜绿山矾,2,5,6,9,WD
Symplocos sumuntia,山矾,2,3,6,7,WD
Symplocos viridissima,绿枝山矾,3,5,7,7,WD
Symplocos wikstroemiifolia,微毛山矾,3,3,10,10,WD
Syneilesis aconitifolia,兔儿伞,6,7,8,10,CB
Synotis cappa,密花合耳菊,9,1,NA,NA,WD
Synotis fulvipes,褐柄合耳菊,8,10,NA,NA,WD
Synotis nagensium,锯叶合耳菊,8,3,NA,NA,CB
Synurus deltoides,山牛蒡,6,10,6,10,CB
Syzygium austrosinense,华南蒲桃,6,8,NA,NA,WD
Syzygium buxifolium,赤楠,6,8,10,12,WD
Syzygium euonymifolium,卫矛叶蒲桃,5,8,12,1,WD
Syzygium fluviatile,水竹蒲桃,4,7,9,12,WD
Syzygium grijsii,轮叶蒲桃,5,6,11,12,WD
Syzygium hancei,红鳞蒲桃,7,9,11,1,WD
Syzygium handelii,贵州蒲桃,5,6,NA,NA,WD
Syzygium rehderianum,红枝蒲桃,6,8,11,1,WD
Syzygium tsoongii,狭叶蒲桃,5,8,10,12,WD
Tacca chantrieri,箭根薯,4,11,4,11,CB
Tadehagi pseudotriquetrum,蔓茎葫芦茶,8,8,10,11,WD
Tadehagi triquetrum,葫芦茶,6,10,10,12,WD
Taeniophyllum glandulosum,带叶兰,4,7,5,8,CB
Tainia dunnii,带唇兰,3,4,NA,NA,CB
Tapiscia lichunensis,利川瘿椒树,NA,NA,NA,NA,WD
Tapiscia sinensis,瘿椒树,3,5,5,6,WD
Taraxacum kok-saghyz,橡胶草,NA,NA,NA,NA,CB
Taraxacum mongolicum,蒲公英,NA,NA,NA,NA,CB
Tarenna acutisepala,尖萼乌口树,4,9,5,11,WD
Tarenna attenuata,假桂乌口树,4,12,5,1,WD
Tarenna austrosinensis,华南乌口树,4,5,8,9,WD
Tarenna depauperata,白皮乌口树,4,11,4,1,WD
Tarenna lanceolata,广西乌口树,NA,NA,5,11,WD
Tarenna mollissima,白花若灯笼,5,7,5,2,WD
Taxillus balansae,栗毛钝果寄生,3,12,4,12,WD
Taxillus chinensis,广寄生,4,1,4,1,WD
Taxillus levinei,锈毛钝果寄生,9,12,4,5,WD
Taxillus limprichtii,木兰寄生,10,3,6,7,WD
Taxillus nigrans,毛叶钝果寄生,8,11,次年4,次年5,WD
Taxillus sutchuenensis,桑寄生,6,8,NA,NA,WD
Taxillus sutchuenensis var. duclouxii,灰毛桑寄生,4,7,5,10,WD
Tephroseris kirilowii,狗舌草,2,8,NA,NA,CB
Tephroseris pseudosonchus,黔狗舌草,4,5,NA,NA,CB
Ternstroemia conicocarpa,锥果厚皮香,5,6,9,10,WD
Ternstroemia gymnanthera,厚皮香,5,7,8,10,WD
Ternstroemia gymnanthera var. wightii,阔叶厚皮香,5,6,9,11,WD
Ternstroemia insignis,大果厚皮香,6,7,8,10,WD
Ternstroemia kwangtungensis,厚叶厚皮香,5,6,10,11,WD
Ternstroemia luteoflora,尖萼厚皮香,5,6,8,10,WD
Ternstroemia nitida,亮叶厚皮香,6,7,8,9,WD
Tetracentron sinense,水青树,6,7,8,9,WD
Tetradium austrosinense,华南吴萸,6,7,9,11,WD
Tetradium daniellii,臭檀吴萸,6,8,8,11,WD
Tetradium glabrifolium,楝叶吴萸,6,9,9,12,WD
Tetradium ruticarpum,密果吴萸,4,6,8,11,WD
Tetradium trichotomum,蜜楝吴萸,4,8,9,11,WD
Tetrapanax papyrifer,通脱木,10,12,1,2,WD
Tetrastigma hemsleyanum,三叶崖爬藤,4,6,8,11,CB
Tetrastigma hypoglaucum,叉须崖爬藤,6,6,8,9,WD
Tetrastigma obovatum,毛枝崖爬藤,6,6,8,12,WD
Tetrastigma obtectum,崖爬藤,4,6,8,11,CB
Tetrastigma obtectum var. glabrum,无毛崖爬藤,3,5,7,11,CB
Tetrastigma serrulatum,狭叶崖爬藤,3,6,7,10,CB
Teucrium bidentatum,二齿香科科,NA,NA,NA,NA,CB
Teucrium japonicum,穗花香科科,7,9,NA,NA,CB
Teucrium pernyi,庐山香科科,NA,NA,NA,NA,CB
Teucrium pilosum,长毛香科科,NA,NA,NA,NA,CB
Teucrium quadrifarium,铁轴草,7,9,NA,NA,WD
Teucrium simplex,香科科,7,8,NA,NA,CB
Teucrium veronicoides,裂苞香科科,7,7,NA,NA,CB
Teucrium viscidum,血见愁,7,9,NA,NA,CB
Teucrium viscidum var. longibracteatum,血见愁长苞变种,NA,NA,NA,NA,CB
Thalictrum acutifolium,尖叶唐松草,4,7,6,8,CB
Thalictrum aquilegiifolium var. sibiricum,唐松草,7,7,NA,NA,CB
Thalictrum faberi,大叶唐松草,7,8,NA,NA,CB
Thalictrum fargesii,西南唐松草,5,6,NA,NA,CB
Thalictrum ichangense,盾叶唐松草,6,7,7,9,CB
Thalictrum javanicum,爪哇唐松草,5,8,NA,NA,CB
Thalictrum macrorhynchum,长喙唐松草,5,6,NA,NA,CB
Thalictrum microgynum,小果唐松草,5,7,8,9,CB
Thalictrum minus,亚欧唐松草,6,7,NA,NA,CB
Thalictrum minus var. hypoleucum,东亚唐松草,6,7,NA,NA,CB
Thalictrum przewalskii,长柄唐松草,7,8,NA,NA,CB
Thalictrum ramosum,多枝唐松草,4,5,5,6,CB
Thalictrum robustum,粗壮唐松草,6,7,NA,NA,CB
Thalictrum umbricola,阴地唐松草,3,4,NA,NA,CB
Thalictrum uncinulatum,弯柱唐松草,6,7,8,8,CB
Themeda caudata,苞子草,7,12,7,12,CB
Themeda villosa,菅,8,1,8,1,CB
Thesium chinense,百蕊草,4,4,5,6,CB
Thladiantha cordifolia,大苞赤,5,11,5,11,CB
Thladiantha dentata,齿叶赤,6,8,10,11,CB
Thladiantha globicarpa,球果赤,NA,NA,NA,NA,CB
Thladiantha henryi,皱果赤,6,11,6,11,CB
Thladiantha henryi var. verrucosa,喙赤,NA,NA,NA,NA,CB
Thladiantha hookeri,异叶赤,4,10,4,10,CB
Thladiantha hookeri var. palmatifolia,三叶赤,NA,NA,NA,NA,CB
Thladiantha nudiflora,南赤,5,8,8,11,CB
Thrixspermum japonicum,小叶白点兰,9,10,NA,NA,CB
Thyrocarpus glochidiatus,弯齿盾果草,4,6,4,6,CB
Thyrocarpus sampsonii,盾果草,5,7,5,7,CB
Thysanolaena latifolia,粽叶芦,6,11,6,11,CB
Tiarella polyphylla,黄水枝,4,11,4,11,CB
Tilia chinensis,华椴,5,8,8,10,WD
Tilia chingiana,短毛椴,6,7,NA,NA,WD
Tilia henryana var. subglabra,糯米椴,NA,NA,NA,NA,WD
Tilia japonica,华东椴,NA,NA,NA,NA,WD
Tilia kueichouensis,黔椴,NA,NA,8,9,WD
Tilia membranacea,膜叶椴,NA,NA,NA,NA,WD
Tilia miqueliana,南京椴,7,7,NA,NA,WD
Tilia mofungensis,帽峰椴,NA,NA,NA,NA,WD
Tilia oliveri,鄂椴,6,8,8,9,WD
Tilia oliveri var. cinerascens,灰背椴,NA,NA,NA,NA,WD
Tilia paucicostata,少脉椴,6,8,9,10,WD
Tilia tuan,椴树,7,7,7,11,WD
Tilia tuan var. chinensis,毛芽椴,NA,NA,NA,NA,WD
Tinospora sagittata,青牛胆,4,5,9,11,CB
Tinospora sinensis,中华青牛胆,3,4,7,8,WD
Tirpitzia sinensis,青篱柴,5,8,8,12,WD
Toddalia asiatica,飞龙掌血,1,12,9,2,WD
Tolypanthus maclurei,大苞寄生,4,7,8,10,WD
Toona ciliata,红椿,4,6,10,12,WD
Toona sinensis,香椿,5,10,8,1,WD
Torenia asiatica,光叶蝴蝶草,5,11,5,11,CB
Torenia biniflora,二花蝴蝶草,7,10,7,10,CB
Torenia concolor,单色蝴蝶草,5,11,5,11,CB
Torenia fordii,紫斑蝴蝶草,7,10,7,10,CB
Torenia violacea,紫萼蝴蝶草,8,11,8,11,CB
Toricellia angulata,角叶鞘柄木,4,4,6,6,WD
Torilis japonica,小窃衣,4,10,4,10,CB
Torilis scabra,窃衣,4,11,4,11,CB
Toxicodendron radicans subsp. hispidum,刺果毒漆藤,5,5,6,8,WD
Toxicodendron succedaneum,野漆,NA,NA,NA,NA,WD
Toxicodendron succedaneum var. microphyllum,小叶野漆,5,6,9,9,WD
Toxicodendron sylvestre,木蜡树,4,5,6,10,WD
Toxicodendron trichocarpum,毛漆树,6,6,7,9,WD
Toxicodendron vernicifluum,漆,5,6,7,10,WD
Trachelospermum asiaticum,亚洲络石,4,7,8,11,WD
Trachelospermum axillare,紫花络石,5,7,8,10,WD
Trachelospermum bodinieri,贵州络石,5,8,8,12,WD
Trachelospermum brevistylum,短柱络石,4,7,8,12,WD
Trachelospermum dunnii,绣毛络石,3,8,7,12,WD
Trachelospermum jasminoides,络石,3,7,7,12,WD
Trachycarpus fortunei,棕榈,NA,NA,NA,NA,WD
Trachyspermum scaberulum,糙果芹,7,9,7,9,CB
Trapa incisa,细果野菱,5,10,7,11,CB
Trapa natans,欧菱,5,10,7,11,CB
Trapella sinensis,茶麦,6,6,NA,NA,CB
Trema cannabina,光叶山黄麻,5,6,8,9,WD
Trema cannabina var. dielsiana,山麻油,NA,NA,NA,NA,WD
Trema nitida,银毛叶山黄麻,4,7,8,11,WD
Trema orientalis,异色山黄麻,3,6,6,11,WD
Trema tomentosa,山黄麻,3,6,9,11,WD
Triadenum breviflorum,三腺金丝桃,7,8,8,9,CB
Tribulus terrestris,蒺藜,5,8,6,9,CB
Trichophorum mattfeldianum,三棱针蔺,4,5,4,5,CB
Trichophorum subcapitatum,玉山针蔺,3,6,3,6,CB
Trichosanthes cucumerina,瓜叶栝楼,9,11,9,11,CB
Trichosanthes cucumeroides,王瓜,5,8,8,11,CB
Trichosanthes kirilowii,栝楼,5,8,8,10,CB
Trichosanthes laceribractea,长萼栝楼,7,8,9,10,CB
Trichosanthes ovigera,全缘栝楼,5,9,9,12,CB
Trichosanthes pedata,趾叶栝楼,6,8,7,12,CB
Trichosanthes rosthornii,中华栝楼,6,8,8,10,CB
Trichosanthes trichocarpa,杏籽栝楼,NA,NA,10,11,CB
Tricyrtis latifolia,宽叶油点草,6,9,6,9,CB
Tricyrtis macropoda,油点草,6,10,6,10,CB
Tricyrtis pilosa,黄花油点草,7,9,7,9,CB
Tridynamia sinensis,大果三翅藤,NA,NA,NA,NA,WD
Tridynamia sinensis var. delavayi,近无毛三翅藤,4,10,6,12,WD
Trigonotis cavaleriei,西南附地菜,5,8,5,8,CB
Trigonotis cavaleriei var. angustifolia,窄叶西南附地菜,NA,NA,NA,NA,CB
Trigonotis laxa var. hirsuta,硬毛南川附地菜,NA,NA,NA,NA,CB
Trigonotis peduncularis,附地菜,NA,NA,NA,NA,CB
Triosteum himalayanum,穿心莛子藨,5,7,7,9,CB
Triphysaria chinensis,直果草,9,10,9,10,CB
Tripogon filiformis,小草沙蚕,8,10,8,10,CB
Tripterospermum chinense,双蝴蝶,10,12,10,12,CB
Tripterospermum cordatum,峨眉双蝴蝶,8,12,8,12,CB
Tripterospermum discoideum,湖北双蝴蝶,8,10,8,10,CB
Tripterospermum filicaule,细茎双蝴蝶,8,1,8,1,CB
Tripterospermum nienkui,香港双蝴蝶,9,1,9,1,CB
Tripterospermum volubile,尼泊尔双蝴蝶,8,9,8,9,CB
Tripterygium wilfordii,雷公藤,5,10,8,11,WD
Trisetum bifidum,三毛草,4,6,NA,NA,CB
Triumfetta annua,单毛刺蒴麻,6,8,NA,NA,CB
Triumfetta pilosa,长勾刺蒴麻,6,11,NA,NA,CB
Triumfetta rhomboidea,刺蒴麻,6,11,NA,NA,CB
Tsaiorchis neottianthoides,长喙兰,8,9,NA,NA,CB
Tubocapsicum anomalum,龙珠,8,10,8,10,CB
Tulipa edulis,老鸦瓣,3,4,4,5,CB
Tulotis ussuriensis,小花蜻蜓兰,NA,NA,NA,NA,CB
Turczaninovia fastigiata,女菀,NA,NA,NA,NA,CB
Turpinia affinis,硬毛山香圆,3,4,8,11,WD
Turpinia arguta,锐尖山香圆,3,4,9,10,WD
Turpinia arguta var. pubescens,绒毛锐尖山香圆,NA,NA,NA,NA,WD
Turpinia cochinchinensis,越南山香圆,NA,NA,NA,NA,WD
Turpinia montana,山香圆,NA,NA,NA,NA,WD
Turpinia simplicifolia,亮叶山香圆,3,6,7,9,WD
Tylophora floribunda,多花娃儿藤,5,9,8,12,CB
Tylophora henryi,紫花娃儿藤,6,8,8,11,CB
Tylophora hui,建水娃儿藤,5,9,NA,NA,WD
Tylophora koi,通天连,6,9,7,12,WD
Tylophora ovata,娃儿藤,4,8,8,12,CB
Tylophora silvestrii,湖北娃儿藤,6,6,NA,NA,CB
Typha angustata,长苞香蒲,NA,NA,NA,NA,CB
Typha angustifolia,水烛,6,9,6,9,CB
Typha orientalis,香蒲,5,8,5,8,CB
Typhonium albidinervum,白脉犁头尖,NA,NA,NA,NA,CB
Typhonium roxburghii,金慈姑,5,8,5,8,CB
Ulmus bergmanniana,兴山榆,3,5,4,5,WD
Ulmus bergmanniana var. lasiophylla,蜀榆,NA,NA,NA,NA,WD
Ulmus castaneifolia,多脉榆,3,3,4,4,WD
Ulmus changii,杭州榆,3,3,4,4,WD
Ulmus davidiana var. japonica,春榆,NA,NA,NA,NA,WD
Ulmus parvifolia,榔榆,8,9,10,11,WD
Ulmus pumila,榆树,3,4,4,5,WD
Uncaria rhynchophylla,钩藤,5,12,5,12,WD
Uncaria sinensis,华钩藤,6,10,6,10,WD
Uraria clarkei,野西红柿,6,10,6,10,WD
Uraria crinita,猫尾草,4,9,4,9,WD
Uraria lagopodioides,狸尾豆,8,10,8,10,CB
Uraria sinensis,中华兔尾草,9,10,9,10,WD
Urceola huaitingii,毛杜仲藤,4,6,6,12,WD
Urceola micrantha,杜仲藤,3,6,6,12,WD
Urceola rosea,酸叶胶藤,4,12,6,12,WD
Urena lobata var. chinensis,中华地桃花,NA,NA,NA,NA,CB
Urena lobata var. glauca,粗叶地桃花,NA,NA,NA,NA,CB
Urena procumbens,梵天花,6,9,NA,NA,WD
Urochloa reptans,尾稃草,6,11,6,11,CB
Urochloa reptans var. glabra,光尾稃草,NA,NA,NA,NA,CB
Urophysa henryi,尾囊草,3,4,5,5,CB
Urtica atrichocaulis,小果荨麻,5,7,7,9,CB
Urtica fissa,荨麻,9,10,10,11,CB
Urtica laetevirens,宽叶荨麻,6,8,8,10,CB
Utricularia aurea,黄花狸藻,6,11,7,12,CB
Utricularia australis,南方狸藻,6,11,7,12,CB
Utricularia bifida,挖耳草,6,12,7,1,CB
Utricularia caerulea,短梗挖耳草,6,1,7,2,CB
Utricularia striatula,圆叶挖耳草,6,10,7,11,CB
Vaccinium bracteatum,南烛,6,7,8,10,WD
Vaccinium carlesii,短尾越桔,5,6,8,10,WD
Vaccinium delavayi,苍山越桔,3,5,7,11,WD
Vaccinium duclouxii,云南越桔,2,5,7,11,WD
Vaccinium exaristatum,隐距越桔,3,4,5,6,WD
Vaccinium fimbricalyx,流苏萼越桔,NA,NA,NA,NA,WD
Vaccinium henryi,无梗越桔,6,7,9,10,WD
Vaccinium iteophyllum,黄背越桔,4,5,6,7,WD
Vaccinium japonicum,日本扁枝越桔,6,6,9,10,WD
Vaccinium japonicum var. sinicum,扁枝越桔,NA,NA,NA,NA,WD
Vaccinium longicaudatum,长尾乌饭,6,6,11,11,WD
Vaccinium mandarinorum,江南越桔,4,6,6,10,WD
Vaccinium podocarpoideum,罗汉松叶乌饭,NA,NA,7,7,WD
Vaccinium randaiensis,峦大越桔,NA,NA,NA,NA,WD
Vaccinium sinicum,广西越桔,6,6,7,11,WD
Vaccinium supracostatum,凸脉越桔,6,6,7,8,WD
Valeriana amurensis,黑水缬草,6,7,7,8,CB
Valeriana hardwickii,长序缬草,6,8,7,10,CB
Valeriana jatamansi,蜘蛛香,5,7,6,9,CB
Vallisneria spinulosa,刺苦草,8,10,8,10,CB
Ventilago leiocarpa,翼核果,3,5,4,7,WD
Veratrum grandiflorum,毛叶藜芦,7,8,7,8,CB
Veratrum maackii,毛穗藜芦,7,9,7,9,CB
Veratrum nigrum,藜芦,7,9,7,9,CB
Veratrum schindleri,牯岭藜芦,6,10,6,10,CB
Vernicia fordii,油桐,3,4,8,9,WD
Vernonia cumingiana,毒根斑鸠菊,10,4,NA,NA,WD
Veronica anagallis-aquatica,北水苦荬,4,9,NA,NA,CB
Veronica henryi,华中婆婆纳,4,5,NA,NA,CB
Veronica javanica,多枝婆婆纳,2,4,NA,NA,CB
Veronica laxa,疏花婆婆纳,6,6,NA,NA,CB
Veronica tsinglingensis,陕川婆婆纳,6,7,NA,NA,CB
Veronicastrum axillare,爬岩红,7,9,NA,NA,CB
Veronicastrum caulopterum,四方麻,8,11,NA,NA,CB
Veronicastrum latifolium,宽叶腹水草,8,9,NA,NA,CB
Veronicastrum longispicatum,长穗腹水草,7,9,NA,NA,CB
Veronicastrum robustum subsp. grandifolium,大叶腹水草,NA,NA,NA,NA,CB
Veronicastrum stenostachyum,细穗腹水草,6,9,NA,NA,CB
Veronicastrum stenostachyum subsp. plukenetii,腹水草,7,8,NA,NA,CB
Vexillabium yakushimense,旗唇兰,NA,NA,NA,NA,CB
Viburnum amplifolium,广叶荚蒾,5,6,11,12,WD
Viburnum betulifolium,桦叶荚蒾,6,7,9,10,WD
Viburnum brachybotryum,短序荚蒾,1,3,7,8,WD
Viburnum brevitubum,短筒荚蒾,5,6,7,7,WD
Viburnum chinshanense,金佛山荚蒾,4,5,7,7,WD
Viburnum chunii,全腺荚蒾,5,5,10,11,WD
Viburnum congestum,密花荚蒾,1,9,8,10,WD
Viburnum corymbiflorum,伞房荚蒾,4,4,6,7,WD
Viburnum cylindricum,水红木,6,10,10,12,WD
Viburnum dalzielii,粤赣荚蒾,5,5,11,11,WD
Viburnum dilatatum,荚蒾,5,6,9,11,WD
Viburnum erosum,宜昌荚蒾,4,5,8,10,WD
Viburnum erubescens,红荚蒾,4,6,8,8,WD
Viburnum foetidum,臭荚蒾,7,7,9,9,WD
Viburnum foetidum var. ceanothoides,珍珠荚蒾,NA,NA,NA,NA,WD
Viburnum foetidum var. rectangulatum,直角荚蒾,NA,NA,NA,NA,WD
Viburnum fordiae,南方荚蒾,4,5,10,11,WD
Viburnum formosanum,毛枝台中荚蒾,5,5,8,10,WD
Viburnum formosanum subsp. leiogynum,光萼荚蒾,NA,NA,NA,NA,WD
Viburnum glomeratum,聚花荚蒾,4,6,7,9,WD
Viburnum hainanense,海南荚蒾,4,7,8,12,WD
Viburnum hanceanum,蝶花荚蒾,4,5,8,9,WD
