sentific name,chinese name,first flowerin month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Siegesbeckia orientalis,Øgİ²,4,9,6,11,Siegesbeckia,Asteraceae,CB
Siegesbeckia pubescens,ÏÙ¹£Øgİ²,5,8,6,10,Siegesbeckia,Asteraceae,CB
Siegesbeckia pubescens f. eglandulosa,,NA,NA,NA,NA,NA,Asteraceae,NA
Silene aprica,Å®Â¦²Ë,5,7,6,8,Silene,Caryophyllaceae,CB
Silene baccifera,¹·ÅÌÂû,6,8,7,10,Silene,Caryophyllaceae,CB
Silene conoidea,ÂóÆ¿²İ,5,5,6,7,Silene,Caryophyllaceae,CB
Silene firma,ÊèÃ«Å®Â¦²Ë,6,7,7,8,Silene,Caryophyllaceae,CB
Silene foliosa,Ê¯·ìÓ¬×Ó²İ,7,8,8,8,Silene,Caryophyllaceae,CB
Silene fortunei,º×²İ,6,8,7,9,NA,Caryophyllaceae,CB
Silene gonosperma,Òş°êÓ¬×Ó²İ,6,7,8,8,Silene,Caryophyllaceae,CB
Silene gracilicaulis,Ï¸Ó¬×Ó²İ,7,8,8,9,Silene,Caryophyllaceae,CB
Silene graminifolia,ºÌÒ¶Ó¬×Ó²İ,6,7,8,8,Silene,Caryophyllaceae,CB
Silene himalayensis,ĞëÃÖÓ¬×Ó²İ,6,7,7,8,Silene,Caryophyllaceae,CB
Silene hupehensis,ºş±±Ó¬×Ó²İ,7,7,8,8,Silene,Caryophyllaceae,CB
Silene jenisseensis,É½ÂìòÆ²İ,7,8,8,9,Silene,Caryophyllaceae,CB
Silene kialensis,¼×À­Ó¬×Ó²İ,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Silene nepalensis,Äá²´¶ûÓ¬×Ó²İ,7,8,8,8,Silene,Caryophyllaceae,CB
Silene ningxiaensis,ÄşÏÄÓ¬×Ó²İ,7,8,8,8,Silene,Caryophyllaceae,CB
Silene pterosperma,³¤¹£Ï¸Ó¬×Ó²İ,7,7,8,8,Silene,Caryophyllaceae,CB
Silene repens,Âû¾¥Ó¬×Ó²İ,7,8,8,9,Silene,Caryophyllaceae,CB
Silene tatarinowii,Ê¯ÉúÓ¬×Ó²İ,7,8,9,10,Silene,Caryophyllaceae,CB
Silene yetii,ÏÙÃ«Ó¬×Ó²İ,7,7,8,8,Silene,Caryophyllaceae,CB
Sinacalia caroli,¸ïÒ¶»ªĞ·¼×,7,8,NA,NA,Sinacalia,Asteraceae,CB
Sinacalia tangutica,»ªĞ·¼×,8,9,10,10,Sinacalia,Asteraceae,CB
Sinocarum coloratum,×Ï¾¥Ğ¡ÇÛ,8,10,8,10,Sinocarum,Apiaceae,CB
Sinocarum cruciatum,¶Û°êĞ¡ÇÛ,7,10,7,10,NA,Apiaceae,CB
Sinofranchetia chinensis,´®¹ûÌÙ,5,6,9,10,Sinofranchetia,Lardizabalaceae,WD
Sinojohnstonia moupinensis,¶ÌÈï³µÇ°×Ï²İ,4,5,6,7,Sinojohnstonia,Boraginaceae,CB
Sinomenium acutum,·çÁú,6,6,7,8,NA,Menispermaceae,WD
Sinopodophyllum hexandrum,ÌÒ¶ùÆß,5,6,7,9,Sinopodophyllum,Berberidaceae,CB
Sinosenecio euosmus,¶ú±úÆÑ¶ù¸ù,7,8,NA,NA,Sinosenecio,Asteraceae,CB
Sinosenecio hederifolius,µ¥Í·ÆÑ¶ù¸ù,4,5,NA,NA,Sinosenecio,Asteraceae,CB
Sinosenecio oldhamianus,ÆÑ¶ù¸ù,1,12,NA,NA,Sinosenecio,Asteraceae,CB
Sinosenecio rotundifolius,Ô²Ò¶ÆÑ¶ù¸ù,5,5,NA,NA,Sinosenecio,Asteraceae,CB
Sinosenecio subrosulatus,Á«×ùÆÑ¶ù¸ù,7,7,NA,NA,Sinosenecio,Asteraceae,CB
Sinowilsonia henryi,É½°×Ê÷,5,5,8,8,NA,Hamamelidaceae,WD
Siphonostegia chinensis,ÒõĞĞ²İ,6,8,NA,NA,NA,Scrophulariaceae,CB
Sisymbrium heteromallum,´¹¹û´óËâ½æ,4,5,6,7,NA,Brassicaceae,CB
Sisymbrium irio,Ë®Ëâ½æ,5,8,6,9,NA,Brassicaceae,CB
Sisymbrium loeselii,ĞÂ½®´óËâ½æ,5,8,6,10,Sisymbrium,Brassicaceae,CB
Sisymbrium luteum,È«Ò¶´óËâ½æ,7,9,8,9,Sisymbrium,Brassicaceae,CB
Sisymbrium polymorphum,¶àĞÍ´óËâ½æ,4,5,5,6,Sisymbrium,Brassicaceae,CB
Skimmia melanocarpa,ºÚ¹ûÒğÓó,5,7,8,10,NA,Rutaceae,WD
Skimmia reevesiana,ÒğÓó,3,5,9,11,Skimmia,Rutaceae,WD
Sloanea hemsleyana,·ÂÀõ,7,7,NA,NA,NA,Elaeocarpaceae,WD
Smilax chapaensis,ÃÜğàİÃİÖ,2,3,10,11,Smilax,Liliaceae,WD
Smilax china,İÃİÖ,2,5,9,11,NA,Liliaceae,WD
Smilax cyclophylla,ºÏÈïİÃİÖ,4,5,10,10,NA,Liliaceae,WD
Smilax discotis,ÍĞ±úİÃİÖ,4,5,10,10,Smilax,Liliaceae,WD
Smilax ferox,³¤ÍĞİÃİÖ,3,4,10,11,Smilax,Liliaceae,WD
Smilax glabra,ÍÁÜòÜß,7,11,10,10,Smilax,Liliaceae,WD
Smilax glaucochina,ºÚ¹ûİÃİÖ,3,5,10,11,Smilax,Liliaceae,WD
Smilax lebrunii,´Ö²ÚİÃİÖ,3,4,10,11,Smilax,Liliaceae,WD
Smilax megalantha,´ó»¨İÃİÖ,3,4,10,11,NA,Liliaceae,WD
Smilax menispermoidea,·À¼ºÒ¶İÃİÖ,5,6,10,11,Smilax,Liliaceae,WD
Smilax microphylla,Ğ¡Ò¶İÃİÖ,6,7,10,10,Smilax,Liliaceae,WD
Smilax nigrescens,ºÚÒ¶İÃİÖ,5,5,8,9,Smilax,Liliaceae,WD
Smilax outanscianensis,Îäµ±İÃİÖ,5,5,9,10,Smilax,Liliaceae,WD
Smilax polycolea,ºì¹ûİÃİÖ,4,5,9,10,Smilax,Liliaceae,WD
Smilax riparia,Å£Î²²Ë,6,6,9,10,Smilax,Liliaceae,CB
Smilax riparia var. acuminata,¼âÒ¶Å£Î²²Ë,NA,NA,NA,NA,NA,Liliaceae,CB
Smilax scobinicaulis,¶Ì¹£İÃİÖ,5,6,8,9,Smilax,Liliaceae,WD
Smilax stans,ÇÊ±úİÃİÖ,5,5,8,10,Smilax,Liliaceae,WD
Smilax trachypoda,²Ú±úİÃİÖ,5,6,10,10,Smilax,Liliaceae,WD
Solanum japonense,Ò°º£ÇÑ,6,9,9,11,NA,Solanaceae,CB
Solanum lyratum,°×Ó¢,6,8,8,10,NA,Solanaceae,CB
Solanum melongena,ÇÑ,NA,NA,NA,NA,NA,Solanaceae,CB
Solanum pittosporifolium,º£Í©Ò¶°×Ó¢,6,8,9,12,Solanum,Solanaceae,WD
Solanum pseudocapsicum var. diflorum,Éºº÷¶¹,4,7,8,12,NA,Solanaceae,WD
Solanum septemlobum,Çàè½,6,10,10,12,NA,Solanaceae,CB
Solanum villosum,ºì¹ûÁú¿û,7,9,9,11,NA,Solanaceae,CB
Sonchus transcaspicus,È«Ò¶¿àÜÄ²Ë,5,9,5,9,Sonchus,Asteraceae,CB
Sonchus uliginosus,¶ÌÁÑ¿àÜÄ²Ë,6,10,6,10,Sonchus,Asteraceae,CB
Sophora alopecuroides,¿à¶¹×Ó,5,6,8,10,Sophora,Fabaceae,CB
Sophora davidii,°×´Ì»¨,3,8,6,10,Sophora,Fabaceae,WD
Sophora flavescens,¿à²Î,6,8,7,10,Sophora,Fabaceae,CB
Sophora flavescens var. kronei,Ã«¿à²Î,NA,NA,NA,NA,NA,Fabaceae,CB
Sophora japonica var. pubescens,Ã«Ò¶»±,NA,NA,NA,NA,NA,Fabaceae,WD
Sophora prazeri,ĞâÃ«»±,4,9,4,9,Sophora,Fabaceae,WD
Sophora prazeri var. mairei,Î÷ÄÏ»±,NA,NA,NA,NA,NA,Fabaceae,WD
Sorbaria arborea,¸ß´ÔÕäÖéÃ·,6,7,9,10,NA,Rosaceae,WD
Sorbaria arborea var. glabrata,¹âÒ¶¸ß´ÔÕäÖéÃ·,NA,NA,NA,NA,NA,Rosaceae,WD
Sorbaria arborea var. subtomentosa,Ã«Ò¶¸ß´ÔÕäÖéÃ·,NA,NA,NA,NA,NA,Rosaceae,WD
Sorbaria sorbifolia,ÕäÖéÃ·,7,8,9,9,NA,Rosaceae,WD
Sorbus alnifolia,Ë®ÓÜ»¨é±,5,5,8,9,NA,Rosaceae,WD
Sorbus discolor,±±¾©»¨é±,5,5,8,9,Sorbus,Rosaceae,WD
Sorbus folgneri,Ê¯»Ò»¨é±,4,5,7,8,Sorbus,Rosaceae,WD
Sorbus glomerulata,ÇòËë»¨é±,5,6,9,10,Sorbus,Rosaceae,WD
Sorbus hemsleyi,½­ÄÏ»¨é±,5,5,8,9,Sorbus,Rosaceae,WD
Sorbus hupehensis,ºş±±»¨é±,5,7,8,9,Sorbus,Rosaceae,WD
Sorbus koehneana,ÉÂ¸Ê»¨é±,6,6,9,9,Sorbus,Rosaceae,WD
Sorbus meliosmifolia,Åİ´µÒ¶»¨é±,4,5,8,9,Sorbus,Rosaceae,WD
Sorbus pohuashanensis,»¨é±Ê÷,6,6,9,10,Sorbus,Rosaceae,WD
Sorbus prattii,Î÷¿µ»¨é±,5,6,9,9,Sorbus,Rosaceae,WD
Sorbus rehderiana,Î÷ÄÏ»¨é±,6,6,9,9,Sorbus,Rosaceae,WD
Sorbus setschwanensis,ËÄ´¨»¨é±,6,6,9,9,Sorbus,Rosaceae,WD
Sorbus tapashana,Ì«°×»¨é±,6,6,9,9,Sorbus,Rosaceae,WD
Sorbus thomsonii,µáÃå»¨é±,4,5,8,8,Sorbus,Rosaceae,WD
Sorbus tianschanica,ÌìÉ½»¨é±,5,6,9,10,Sorbus,Rosaceae,WD
Sorbus vilmorinii,´¨µá»¨é±,6,7,9,9,Sorbus,Rosaceae,WD
Sorbus wilsoniana,»ªÎ÷»¨é±,5,5,9,9,NA,Rosaceae,WD
Sorghum bicolor,¸ßÁ»,6,9,6,9,NA,Poaceae,CB
Soroseris erysimoides,¿ÕÍ°²Î,6,10,6,10,Soroseris,Asteraceae,CB
Soroseris glomerata,¾îÃ«ÜÄ,5,9,5,9,Soroseris,Asteraceae,CB
Soroseris hirsuta,ÓğÁÑ¾îÃ«ÜÄ,7,10,7,10,Soroseris,Asteraceae,CB
Soroseris hookeriana,ÖåÒ¶¾îÃ«ÜÄ,7,8,8,9,Soroseris,Asteraceae,CB
Souliea vaginata,»ÆÈıÆß,5,6,7,9,NA,Ranunculaceae,CB
Sparganium simplex,Ğ¡ºÚÈıÀâ,6,10,6,10,NA,Sparganiaceae,CB
Sparganium stoloniferum,ºÚÈıÀâ,5,10,5,10,NA,Sparganiaceae,CB
Speranskia cantonensis,¹ã¶«µØ¹¹Ò¶,2,5,10,12,Speranskia,Euphorbiaceae,CB
Speranskia tuberculata,µØ¹¹Ò¶,5,9,5,9,Speranskia,Euphorbiaceae,CB
Spergularia diandra,¶şÈïÄâÆá¹Ã,5,7,6,9,Spergularia,Caryophyllaceae,CB
Spergularia marina,ÄâÆá¹Ã,4,6,5,9,Spergularia,Caryophyllaceae,CB
Spergularia media,Ôµ³áÄâÆá¹Ã,5,8,5,10,Spergularia,Caryophyllaceae,CB
Sphaerophysa salsula,¿àÂí¶¹,5,8,6,9,Sphaerophysa,Fabaceae,CB
Sphallerocarpus gracilis,ÃÔ¹ûÇÛ,6,7,8,9,Sphallerocarpus,Apiaceae,CB
Spiraea alpina,¸ßÉ½ĞåÏß¾Õ,6,7,8,9,Spiraea,Rosaceae,WD
Spiraea aquilegiifolia,ñï¶·²ËÒ¶ĞåÏß¾Õ,5,6,7,8,NA,Rosaceae,WD
Spiraea blumei,ĞåÇòĞåÏß¾Õ,5,6,7,8,NA,Rosaceae,WD
Spiraea blumei var. microphylla,Ğ¡Ò¶ĞåÇòĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea canescens,Ğ¨Ò¶ĞåÏß¾Õ,7,8,10,10,NA,Rosaceae,WD
Spiraea canescens var. glaucophylla,·Û±³Ğ¨Ò¶ĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea chinensis,ÖĞ»ªĞåÏß¾Õ,3,6,6,10,Spiraea,Rosaceae,WD
Spiraea dasyantha,Ã«»¨ĞåÏß¾Õ,5,6,7,8,Spiraea,Rosaceae,WD
Spiraea fritschiana,»ª±±ĞåÏß¾Õ,5,6,8,9,NA,Rosaceae,WD
Spiraea fritschiana var. angulata,´óÒ¶»ª±±ĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea hailarensis,º£À­¶ûĞåÏß¾Õ,5,6,6,7,Spiraea,Rosaceae,WD
Spiraea henryi,´äÀ¶ĞåÏß¾Õ,4,5,7,8,Spiraea,Rosaceae,WD
Spiraea hirsuta,ÊèÃ«ĞåÏß¾Õ,5,5,7,8,Spiraea,Rosaceae,WD
Spiraea hirsuta var. rotundifolia,Ô²Ò¶ÊèÃ«ĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea hypericifolia,½ğË¿ÌÒÒ¶ĞåÏß¾Õ,5,6,6,9,Spiraea,Rosaceae,WD
Spiraea japonica,ĞåÏß¾Õ,6,7,8,9,NA,Rosaceae,WD
Spiraea japonica var. acuminata,½¥¼âĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea japonica var. fortunei,¹âÒ¶ĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea laeta,»ªÎ÷ĞåÏß¾Õ,4,6,7,10,Spiraea,Rosaceae,WD
Spiraea laeta var. subpubescens,Ã«Ò¶»ªÎ÷ĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea longigemmis,³¤Ñ¿ĞåÏß¾Õ,5,7,8,10,Spiraea,Rosaceae,WD
Spiraea mollifolia,Ã«Ò¶ĞåÏß¾Õ,6,8,7,10,Spiraea,Rosaceae,WD
Spiraea mongolica,ÃÉ¹ÅĞåÏß¾Õ,5,7,7,9,Spiraea,Rosaceae,WD
Spiraea mongolica var. tomentulosa,Ã«Ö¦ÃÉ¹ÅĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea myrtilloides,Ï¸Ö¦ĞåÏß¾Õ,6,7,8,9,Spiraea,Rosaceae,WD
Spiraea myrtilloides var. pubicarpa,Ã«¹ûÏ¸Ö¦ĞåÏßÃ·,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea ovalis,¹ãÍÖĞåÏß¾Õ,5,6,8,8,Spiraea,Rosaceae,WD
Spiraea pubescens,ÍÁ×¯ĞåÏß¾Õ,5,6,7,8,Spiraea,Rosaceae,WD
Spiraea pubescens var. lasiocarpa,Ã«¹ûÍÁ×¯ĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea rosthornii,ÄÏ´¨ĞåÏß¾Õ,5,6,8,9,Spiraea,Rosaceae,WD
Spiraea salicifolia,ĞåÏß¾Õ,6,8,8,9,NA,Rosaceae,WD
Spiraea schneideriana,´¨µáĞåÏß¾Õ,5,6,7,9,Spiraea,Rosaceae,WD
Spiraea schneideriana var. amphidoxa,ÎŞÃ«´¨µáĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea sericea,¾îÃ«ĞåÏß¾Õ,6,6,7,8,Spiraea,Rosaceae,WD
Spiraea trilobata,ÈıÁÑĞåÏß¾Õ,5,6,7,8,NA,Rosaceae,WD
Spiraea uratensis,ÎÚÀ­ĞåÏß¾Õ,5,7,7,8,Spiraea,Rosaceae,WD
Spiraea uratensis var. floribunda,ÃÜ»¨ÎÚÀ­¶ûĞåÏß¾Õ,NA,NA,NA,NA,NA,Rosaceae,WD
Spiraea veitchii,¶õÎ÷ĞåÏß¾Õ,5,7,7,10,Spiraea,Rosaceae,WD
Spiraea wilsonii,ÉÂÎ÷ĞåÏß¾Õ,6,7,8,9,Spiraea,Rosaceae,WD
Spiranthes sinensis,ç·²İ,7,8,NA,NA,Spiranthes,Orchidaceae,CB
Spiranthes sunii,ËÎÊÏç·²İ,5,5,NA,NA,NA,Orchidaceae,NA
Spirodela polyrhiza,×ÏÆ¼,6,9,NA,NA,NA,Lemnaceae,NA
Spodiopogon cotulifer,ÓÍÃ¢,9,11,9,11,NA,Poaceae,CB
Spodiopogon sibiricus,´óÓÍÃ¢,9,11,9,11,Spodiopogon,Poaceae,CB
Spodiopogon tainanensis,Ì¨ÄÏ´óÓÍÃ¢,6,10,6,10,Spodiopogon,Poaceae,CB
Sporobolus fertilis,ÊóÎ²ËÚ,3,12,3,12,Sporobolus,Poaceae,CB
Stachys arrecta,ÎÏ¶ù²Ë,7,8,9,9,Stachys,Lamiaceae,CB
Stachys chinensis,»ªË®ËÕ,6,8,7,9,Stachys,Lamiaceae,CB
Stachys kouyangensis,Î÷ÄÏË®ËÕ,7,8,9,9,NA,Lamiaceae,CB
Stachyurus chinensis,ÖĞ¹úìº½Ú»¨,3,4,7,8,Stachyurus,Stachyuraceae,WD
Stachyurus himalaicus,Î÷Óòìº½Ú»¨,3,4,5,8,Stachyurus,Stachyuraceae,WD
Staphylea holocarpa,°òë×¹û,4,5,9,9,NA,Staphyleaceae,WD
Staphylea holocarpa var. rosea,ÃµºìÊ¡¹ÁÓÍ,4,5,9,9,NA,Staphyleaceae,NA
Stauntonia duclouxii,Ñò¹ÏÌÙ,4,4,8,10,Stauntonia,Lardizabalaceae,WD
Stellaria alaschanica,ºØÀ¼É½·±ÂÆ,7,7,8,8,Stellaria,Caryophyllaceae,CB
Stellaria amblyosepala,¶Ûİà·±ÂÆ,5,7,NA,NA,Stellaria,Caryophyllaceae,CB
Stellaria arenarioides,É³Éú·±ÂÆ,6,7,8,9,Stellaria,Caryophyllaceae,CB
Stellaria brachypetala,¶Ì°ê·±ÂÆ,6,8,8,9,Stellaria,Caryophyllaceae,CB
Stellaria chinensis,ÖĞ¹ú·±ÂÆ,6,6,7,8,Stellaria,Caryophyllaceae,CB
Stellaria decumbens,ÙÈÎÔ·±ÂÆ,7,8,9,10,Stellaria,Caryophyllaceae,CB
Stellaria decumbens var. pulvinata,µæ×´ÙÈÎÔ·±ÂÆ,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Stellaria dianthifolia,Ê¯ÖñÒ¶·±ÂÆ,6,7,8,9,Stellaria,Caryophyllaceae,CB
Stellaria dichotoma,²æÆç·±ÂÆ,5,6,7,8,Stellaria,Caryophyllaceae,CB
Stellaria dichotoma var. lanceolata,Òø²ñºú,6,7,7,8,NA,Caryophyllaceae,CB
Stellaria discolor,·­°×·±ÂÆ,4,7,6,8,Stellaria,Caryophyllaceae,CB
Stellaria graminea,ºÌÒ¶·±ÂÆ,5,7,8,9,Stellaria,Caryophyllaceae,CB
Stellaria graminea var. pilosula,Ã«ºÌÒ¶·±ÂÆ,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Stellaria graminea var. viridescens,³£ÂÌºÌÒ¶·±ÂÆ,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Stellaria infracta,ÄÚÍä·±ÂÆ,6,7,8,9,Stellaria,Caryophyllaceae,CB
Stellaria media var. micrantha,Ğ¡»¨·±ÂÆ,NA,NA,NA,NA,NA,Caryophyllaceae,CB
Stellaria neglecta,¼¦³¦·±ÂÆ,4,6,6,8,Stellaria,Caryophyllaceae,CB
Stellaria nemorum,ÏÙÃ«·±ÂÆ,5,6,6,7,Stellaria,Caryophyllaceae,CB
Stellaria palustris,ÕÓÉú·±ÂÆ,6,7,7,8,Stellaria,Caryophyllaceae,CB
Stellaria parviumbellata,Ğ¡É¡»¨·±ÂÆ,6,7,6,7,Stellaria,Caryophyllaceae,CB
Stellaria salicifolia,ÁøÒ¶·±ÂÆ,5,6,7,8,Stellaria,Caryophyllaceae,CB
Stellaria soongorica,×¼¸Á¶û·±ÂÆ,6,7,8,9,Stellaria,Caryophyllaceae,CB
Stellaria subumbellata,ÑÇÉ¡»¨·±ÂÆ,6,7,7,8,Stellaria,Caryophyllaceae,CB
Stellaria uda,ÊªµØ·±ÂÆ,5,6,7,8,Stellaria,Caryophyllaceae,CB
Stellaria umbellata,É¡»¨·±ÂÆ,6,6,7,7,Stellaria,Caryophyllaceae,CB
Stellaria vestita,óä¹Ã²İ,4,6,6,8,Stellaria,Caryophyllaceae,CB
Stellaria wushanensis,Î×É½·±ÂÆ,4,6,6,7,Stellaria,Caryophyllaceae,CB
Stellera chamaejasme,ÀÇ¶¾,4,6,7,9,Stellera,Thymelaeaceae,CB
Stemmacantha uniflora,Â©Â«,4,9,4,9,NA,Asteraceae,CB
Stemona tuberosa,´ó°Ù²¿,4,7,7,8,Stemona,Stemonaceae,CB
Stenoseris auriculiformis,±§¾¥Ï¸İ«ÜÄ,8,8,8,8,NA,Asteraceae,CB
Stenosolenium saxatile,×ÏÍ²²İ,4,5,6,7,NA,Boraginaceae,CB
Stephanachne nigrescens,ºÚËëÃ©,9,11,9,11,Stephanachne,Poaceae,CB
Stephanachne pappophorea,¹ÚÃ«²İ,7,9,7,9,Stephanachne,Poaceae,CB
Stephanandra chinensis,Ò°ÖéÀ¼,5,5,7,8,NA,Rosaceae,WD
Stewartia sinensis var. shensiensis,ÉÂÎ÷×Ï¾¥,7,7,NA,NA,NA,Theaceae,WD
Stilpnolepis centiflora,°Ù»¨İï,9,10,9,10,Stilpnolepis,Asteraceae,CB
Stipa aliena,ÒìÕëÃ©,7,9,7,9,Stipa,Poaceae,CB
Stipa baicalensis,ÀÇÕë²İ,6,10,6,10,Stipa,Poaceae,CB
Stipa breviflora,¶Ì»¨ÕëÃ©,5,7,NA,NA,Stipa,Poaceae,CB
Stipa bungeana,³¤Ã¢²İ,6,8,6,8,Stipa,Poaceae,CB
Stipa capillacea,Ë¿Ó±ÕëÃ©,7,9,7,9,Stipa,Poaceae,CB
Stipa capillata,ÕëÃ©,6,8,6,8,Stipa,Poaceae,CB
Stipa caucasica,Á­Ã¢ÕëÃ©,4,6,4,6,Stipa,Poaceae,CB
Stipa caucasica subsp. glareosa,É³ÉúÕëÃ©,5,10,5,10,NA,Poaceae,CB
Stipa grandis,´óÕëÃ©,5,8,5,8,Stipa,Poaceae,CB
Stipa penicillata,Êè»¨ÕëÃ©,7,9,7,9,Stipa,Poaceae,CB
Stipa przewalskyi,¸ÊÇàÕëÃ©,6,8,6,8,Stipa,Poaceae,CB
Stipa purpurea,×Ï»¨ÕëÃ©,7,10,7,10,Stipa,Poaceae,CB
Stipa regeliana,ÏÁËëÕëÃ©,7,9,7,9,Stipa,Poaceae,CB
Stipa sareptana,ĞÂ½®ÕëÃ©,6,8,6,8,Stipa,Poaceae,CB
Stipa sareptana var. krylovii,Î÷±±ÕëÃ©,6,9,6,9,NA,Poaceae,CB
Stipa subsessiliflora,×ù»¨ÕëÃ©,7,9,7,9,Stipa,Poaceae,CB
Stipa tianschanica,ÌìÉ½ÕëÃ©,6,7,6,7,Stipa,Poaceae,CB
Stipa tianschanica var. gobica,¸ê±ÚÕëÃ©,6,7,6,7,NA,Poaceae,CB
Stipagrostis grandiglumis,´óÓ±ÕëºÌ,6,9,6,9,Stipagrostis,Poaceae,CB
Stipagrostis pennata,ÓğÃ«ÕëºÌ,7,9,7,9,Stipagrostis,Poaceae,CB
Stranvaesia davidiana,ºì¹ûÊ÷,5,6,9,10,NA,Rosaceae,WD
Streptolirion volubile,ÖñÒ¶×Ó,7,8,9,10,Streptolirion,Commelinaceae,CB
Streptopus obtusatus,Å¤±ú»¨,7,7,8,9,Streptopus,Liliaceae,CB
Streptopus parviflorus,Ğ¡»¨Å¤±ú»¨,6,6,8,9,Streptopus,Liliaceae,CB
Strobilanthes cyphantha,Íä»¨ÂíÀ¶,7,10,11,12,NA,Acanthaceae,NA
Strobilanthes yunnanensis,ÔÆÄÏÂíÀ¶,7,9,10,11,NA,Acanthaceae,CB
Stuckenia pectinata,±Í³İÑÛ×Ó²Ë,5,10,5,10,NA,Potamogetonaceae,NA
Stylophorum sutchuenense,ËÄ´¨½ğó¿ËÚ,4,5,5,7,NA,Papaveraceae,CB
Styrax hemsleyanus,ÀÏğ»Áå,5,6,7,9,NA,Styracaceae,WD
Styrax japonicus,Ò°ÜÔÀò,4,7,9,12,NA,Styracaceae,WD
Suaeda corniculata,½Ç¹û¼îÅî,8,9,8,9,Suaeda,Chenopodiaceae,CB
Suaeda glauca,¼îÅî,7,9,7,9,Suaeda,Chenopodiaceae,CB
Suaeda heterophylla,ÅÌ¹û¼îÅî,7,9,7,9,Suaeda,Chenopodiaceae,CB
Suaeda physophora,ÄÒ¹û¼îÅî,7,9,7,9,Suaeda,Chenopodiaceae,WD
Suaeda prostrata,Æ½ÎÔ¼îÅî,7,10,7,10,NA,Chenopodiaceae,CB
Suaeda przewalskii,°¢À­ÉÆ¼îÅî,6,10,6,10,Suaeda,Chenopodiaceae,CB
Suaeda salsa,ÑÎµØ¼îÅî,7,10,7,10,NA,Chenopodiaceae,CB
Suaeda stellatiflora,ĞÇ»¨¼îÅî,7,9,7,9,Suaeda,Chenopodiaceae,CB
Swertia bifolia,¶şÒ¶â¯ÑÀ²Ë,8,9,9,10,Swertia,Gentianaceae,CB
Swertia bimaculata,â¯ÑÀ²Ë,6,11,6,11,Swertia,Gentianaceae,CB
Swertia cincta,Î÷ÄÏâ¯ÑÀ²Ë,8,11,8,11,Swertia,Gentianaceae,CB
Swertia dichotoma,ÆçÉ¡â¯ÑÀ²Ë,4,5,6,7,Swertia,Gentianaceae,CB
Swertia diluta,±±·½â¯ÑÀ²Ë,8,9,10,10,Swertia,Gentianaceae,CB
Swertia erythrosticta,ºìÖ±â¯ÑÀ²Ë,8,10,8,10,Swertia,Gentianaceae,CB
Swertia kouitchensis,¹óÖİâ¯ÑÀ²Ë,8,10,8,10,Swertia,Gentianaceae,CB
Swertia marginata,Ä¤±ßâ¯ÑÀ²Ë,8,9,8,9,Swertia,Gentianaceae,CB
Swertia nervosa,Ò¶Âöâ¯ÑÀ²Ë,9,12,9,12,Swertia,Gentianaceae,CB
Swertia przewalskii,ÆîÁ¬â¯ÑÀ²Ë,7,9,7,9,NA,Gentianaceae,CB
Swertia tetraptera,ËÄÊıâ¯ÑÀ²Ë,7,9,7,9,Swertia,Gentianaceae,CB
Swertia wolfgangiana,»ª±±â¯ÑÀ²Ë,7,9,7,9,NA,Gentianaceae,CB
Sympegma regelii,ºÏÍ·²İ,7,10,7,10,Sympegma,Chenopodiaceae,WD
Symphoricarpos sinensis,Ã«ºËÄ¾,7,9,9,11,Symphoricarpos,Caprifoliaceae,WD
Symplocos adenophylla,ÏÙÒ¶É½·¯,7,8,7,8,NA,Symplocaceae,WD
Symplocos lucida,¹âÁÁÉ½·¯,3,12,5,12,Symplocos,Symplocaceae,WD
Symplocos paniculata,°×Ì´,4,5,8,9,Symplocos,Symplocaceae,WD
Syncalathium disciforme,ÅÌ×´ºÏÍ·¾Õ,9,10,9,10,Syncalathium,Asteraceae,CB
Syneilesis aconitifolia,ÍÃ¶ùÉ¡,6,8,7,10,Syneilesis,Asteraceae,CB
Synotis nagensium,¾âÒ¶ºÏ¶ú¾Õ,8,´ÎÄê3,NA,NA,Synotis,Asteraceae,CB
Synstemon petrovii,Á¬Èï½æ,6,6,6,6,NA,Brassicaceae,CB
Syringa komarowii,Î÷Êñ¶¡Ïã,5,7,7,10,Syringa,Oleaceae,WD
